RegPeltierTempColdsideAdc,RegPeltierTempHotsideAdc,RegPeltierPWMDutyCycle,RegPeltierReverseMode,RegPeltierPidSetpointAdc,RegPeltierPidDt,RegPeltierPidKp,RegPeltierPidKi,RegPeltierPidISum,RegPeltierPidISumMax,RegPeltierPidMv,
2005,1961,56,0,2200,270,1000,500,25000,25000,220000,
2006,1963,56,0,2200,270,1000,500,25000,25000,220000,
2006,1964,56,0,2200,270,1000,500,25000,25000,220000,
2005,1963,56,0,2200,270,1000,500,25000,25000,220000,
2006,1962,56,0,2200,270,1000,500,25000,25000,220000,
2007,1961,56,0,2200,270,1000,500,25000,25000,219000,
2007,1960,56,0,2200,270,1000,500,25000,25000,219000,
2008,1959,56,0,2200,270,1000,500,25000,25000,218000,
2009,1961,56,0,2200,270,1000,500,25000,25000,218000,
1995,1961,56,0,2200,270,1000,500,25000,25000,216000,
1994,1960,56,0,2200,270,1000,500,25000,25000,216000,
1995,1960,56,0,2200,270,1000,500,25000,25000,216000,
2011,1962,56,0,2200,270,1000,500,25000,25000,229000,
2013,1962,56,0,2200,270,1000,500,25000,25000,229000,
2014,1960,56,0,2200,270,1000,500,25000,25000,211000,
2015,1962,56,0,2200,270,1000,500,25000,25000,211000,
2016,1962,56,0,2200,270,1000,500,25000,25000,211000,
2017,1962,56,0,2200,270,1000,500,25000,25000,209000,
2018,1961,56,0,2200,270,1000,500,25000,25000,209000,
2019,1961,56,0,2200,270,1000,500,25000,25000,209000,
2021,1962,56,0,2200,270,1000,500,25000,25000,206000,
2022,1959,56,0,2200,270,1000,500,25000,25000,206000,
2023,1958,56,0,2200,270,1000,500,25000,25000,202000,
2025,1958,56,0,2200,270,1000,500,25000,25000,202000,
2026,1959,56,0,2200,270,1000,500,25000,25000,202000,
2028,1937,56,0,2200,270,1000,500,25000,25000,199000,
2030,1937,56,0,2200,270,1000,500,25000,25000,199000,
2041,1958,56,0,2200,270,1000,500,25000,25000,184000,
2042,1960,56,0,2200,270,1000,500,25000,25000,184000,
2043,1958,56,0,2200,270,1000,500,25000,25000,184000,
2034,1958,56,0,2200,270,1000,500,25000,25000,192000,
2035,1959,56,0,2200,270,1000,500,25000,25000,192000,
2036,1960,56,0,2200,270,1000,500,25000,25000,190000,
2036,1959,56,0,2200,270,1000,500,25000,25000,190000,
2038,1957,56,0,2200,270,1000,500,25000,25000,190000,
2038,1960,56,0,2200,270,1000,500,25000,25000,186000,
2040,1960,56,0,2200,270,1000,500,25000,25000,186000,
2040,1958,56,0,2200,270,1000,500,25000,25000,185000,
2043,1956,56,0,2200,270,1000,500,25000,25000,185000,
2045,1956,56,0,2200,270,1000,500,25000,25000,185000,
2047,1927,56,0,2200,270,1000,500,25000,25000,179000,
2047,1927,56,0,2200,270,1000,500,25000,25000,179000,
2047,1954,56,0,2200,270,1000,500,25000,25000,179000,
2050,1953,56,0,2200,270,1000,500,25000,25000,178000,
2051,1952,56,0,2200,270,1000,500,25000,25000,178000,
2052,1954,56,0,2200,270,1000,500,25000,25000,174000,
2053,1954,56,0,2200,270,1000,500,25000,25000,174000,
2055,1954,56,0,2200,270,1000,500,25000,25000,174000,
2055,1953,56,0,2200,270,1000,500,25000,25000,170000,
2054,1952,56,0,2200,270,1000,500,25000,25000,170000,
2055,1958,56,0,2200,270,1000,500,25000,25000,171000,
2058,1958,56,0,2200,270,1000,500,25000,25000,171000,
2059,1950,56,0,2200,270,1000,500,25000,25000,171000,
2060,1951,56,0,2200,270,1000,500,25000,25000,166000,
2059,1951,56,0,2200,270,1000,500,25000,25000,166000,
2061,1950,56,0,2200,270,1000,500,25000,25000,165000,
2062,1950,56,0,2200,270,1000,500,25000,25000,165000,
2063,1949,56,0,2200,270,1000,500,25000,25000,165000,
2064,1947,56,0,2200,270,1000,500,25000,25000,162000,
2066,1946,56,0,2200,270,1000,500,25000,25000,162000,
2067,1946,56,0,2200,270,1000,500,25000,25000,162000,
2067,1947,56,0,2200,270,1000,500,25000,25000,158000,
2069,1947,56,0,2200,270,1000,500,25000,25000,158000,
2069,1948,56,0,2200,270,1000,500,25000,25000,156000,
2069,1946,56,0,2200,270,1000,500,25000,25000,156000,
2070,1946,56,0,2200,270,1000,500,25000,25000,155000,
2071,1946,56,0,2200,270,1000,500,25000,25000,155000,
2072,1945,56,0,2200,270,1000,500,25000,25000,155000,
2073,1944,56,0,2200,270,1000,500,25000,25000,153000,
2074,1942,56,0,2200,270,1000,500,25000,25000,153000,
2075,1942,56,0,2200,270,1000,500,25000,25000,153000,
2076,1942,56,0,2200,270,1000,500,25000,25000,150000,
2076,1943,56,0,2200,270,1000,500,25000,25000,150000,
2077,1944,56,0,2200,270,1000,500,25000,25000,148000,
2078,1942,56,0,2200,270,1000,500,25000,25000,148000,
2080,1942,56,0,2200,270,1000,500,25000,25000,148000,
