RegPeltierTempColdsideAdc,RegPeltierTempHotsideAdc,RegPeltierPWMDutyCycle,RegPeltierReverseMode,RegPeltierPidSetpointAdc,RegPeltierPidDt,RegPeltierPidKp,RegPeltierPidKi,RegPeltierPidKd,
2195,1970,15,0,2200,270,2000,0,0,
2195,1971,15,0,2200,270,2000,0,0,
2194,1971,21,0,2200,270,2000,0,0,
2193,1972,21,0,2200,270,2000,0,0,
2193,1973,21,0,2200,270,2000,0,0,
2194,1973,18,0,2200,270,2000,0,0,
2195,1971,18,0,2200,270,2000,0,0,
2194,1971,18,0,2200,270,2000,0,0,
2194,1971,18,0,2200,270,2000,0,0,
2193,1972,18,0,2200,270,2000,0,0,
2192,1973,21,0,2200,270,2000,0,0,
2193,1972,21,0,2200,270,2000,0,0,
2193,1972,21,0,2200,270,2000,0,0,
2195,1973,21,0,2200,270,2000,0,0,
2195,1974,21,0,2200,270,2000,0,0,
2195,1974,18,0,2200,270,2000,0,0,
2194,1974,18,0,2200,270,2000,0,0,
2196,1971,18,0,2200,270,2000,0,0,
2195,1969,12,0,2200,270,2000,0,0,
2194,1971,12,0,2200,270,2000,0,0,
2194,1973,18,0,2200,270,2000,0,0,
2196,1973,18,0,2200,270,2000,0,0,
2196,1972,18,0,2200,270,2000,0,0,
2195,1973,15,0,2200,270,2000,0,0,
2195,1974,15,0,2200,270,2000,0,0,
2195,1975,18,0,2200,270,2000,0,0,
2194,1972,18,0,2200,270,2000,0,0,
2194,1970,18,0,2200,270,2000,0,0,
2195,1973,15,0,2200,270,2000,0,0,
2194,1974,15,0,2200,270,2000,0,0,
2195,1975,15,0,2200,270,2000,0,0,
2195,1974,15,0,2200,270,2000,0,0,
2196,1973,15,0,2200,270,2000,0,0,
2196,1972,12,0,2200,270,2000,0,0,
2195,1993,12,0,2200,270,2000,0,0,
2196,1993,12,0,2200,270,2000,0,0,
2196,1975,12,0,2200,270,2000,0,0,
2196,1974,12,0,2200,270,2000,0,0,
2196,1974,12,0,2200,270,2000,0,0,
2196,1975,12,0,2200,270,2000,0,0,
2196,1976,12,0,2200,270,2000,0,0,
2194,1976,15,0,2200,270,2000,0,0,
2195,1976,15,0,2200,270,2000,0,0,
2195,1975,15,0,2200,270,2000,0,0,
2194,1975,15,0,2200,270,2000,0,0,
2193,1975,15,0,2200,270,2000,0,0,
2194,1974,18,0,2200,270,2000,0,0,
2195,1974,18,0,2200,270,2000,0,0,
2195,1999,15,0,2200,270,2000,0,0,
2194,1999,15,0,2200,270,2000,0,0,
2194,2000,15,0,2200,270,2000,0,0,
2194,1973,18,0,2200,270,2000,0,0,
2193,1974,18,0,2200,270,2000,0,0,
2194,1975,18,0,2200,270,2000,0,0,
2195,1975,18,0,2200,270,2000,0,0,
2195,1976,18,0,2200,270,2000,0,0,
2194,1976,15,0,2200,270,2000,0,0,
2195,1976,15,0,2200,270,2000,0,0,
2195,1975,15,0,2200,270,2000,0,0,
2195,1976,15,0,2200,270,2000,0,0,
2195,1975,15,0,2200,270,2000,0,0,
2194,1975,15,0,2200,270,2000,0,0,
2194,1975,15,0,2200,270,2000,0,0,
2194,1977,15,0,2200,270,2000,0,0,
2196,1976,18,0,2200,270,2000,0,0,
2195,1977,18,0,2200,270,2000,0,0,
2195,1977,15,0,2200,270,2000,0,0,
2194,1976,15,0,2200,270,2000,0,0,
2194,1974,15,0,2200,270,2000,0,0,
2195,1975,18,0,2200,270,2000,0,0,
2195,1975,18,0,2200,270,2000,0,0,
2196,1976,12,0,2200,270,2000,0,0,
2195,1977,12,0,2200,270,2000,0,0,
2195,1977,12,0,2200,270,2000,0,0,
2196,1977,12,0,2200,270,2000,0,0,
2196,1976,12,0,2200,270,2000,0,0,
2195,1976,15,0,2200,270,2000,0,0,
2194,1977,15,0,2200,270,2000,0,0,
2194,1977,15,0,2200,270,2000,0,0,
2194,1976,18,0,2200,270,2000,0,0,
2196,1977,18,0,2200,270,2000,0,0,
2197,1977,9,0,2200,270,2000,0,0,
2197,1976,9,0,2200,270,2000,0,0,
2196,1976,9,0,2200,270,2000,0,0,
2196,1975,12,0,2200,270,2000,0,0,
2196,1977,12,0,2200,270,2000,0,0,
2195,1978,15,0,2200,270,2000,0,0,
2195,1979,15,0,2200,270,2000,0,0,
2196,1977,15,0,2200,270,2000,0,0,
2196,1977,15,0,2200,270,2000,0,0,
2195,1976,15,0,2200,270,2000,0,0,
2195,1976,15,0,2200,270,2000,0,0,
2195,1976,15,0,2200,270,2000,0,0,
2194,1978,15,0,2200,270,2000,0,0,
2194,1979,18,0,2200,270,2000,0,0,
2194,1980,18,0,2200,270,2000,0,0,
2194,1979,18,0,2200,270,2000,0,0,
2194,1977,18,0,2200,270,2000,0,0,
2195,1978,18,0,2200,270,2000,0,0,
2196,1979,12,0,2200,270,2000,0,0,
2196,1979,12,0,2200,270,2000,0,0,
2196,1979,12,0,2200,270,2000,0,0,
2195,1980,12,0,2200,270,2000,0,0,
2195,1981,12,0,2200,270,2000,0,0,
2194,1981,18,0,2200,270,2000,0,0,
2194,1978,18,0,2200,270,2000,0,0,
2195,1977,18,0,2200,270,2000,0,0,
2195,1978,15,0,2200,270,2000,0,0,
2196,1979,15,0,2200,270,2000,0,0,
2196,1981,12,0,2200,270,2000,0,0,
2195,1980,12,0,2200,270,2000,0,0,
2195,1980,12,0,2200,270,2000,0,0,
2194,1977,18,0,2200,270,2000,0,0,
2182,1978,18,0,2200,270,2000,0,0,
2182,1979,54,0,2200,270,2000,0,0,
2194,1981,54,0,2200,270,2000,0,0,
2195,1979,54,0,2200,270,2000,0,0,
2195,1981,15,0,2200,270,2000,0,0,
2195,1983,15,0,2200,270,2000,0,0,
2195,1985,15,0,2200,270,2000,0,0,
2195,1982,15,0,2200,270,2000,0,0,
2196,1982,15,0,2200,270,2000,0,0,
2196,1981,12,0,2200,270,2000,0,0,
2195,1983,12,0,2200,270,2000,0,0,
2196,1982,12,0,2200,270,2000,0,0,
2198,1981,12,0,2200,270,2000,0,0,
2197,1981,12,0,2200,270,2000,0,0,
2196,1982,9,0,2200,270,2000,0,0,
2198,1983,9,0,2200,270,2000,0,0,
2197,1981,9,0,2200,270,2000,0,0,
2196,1979,9,0,2200,270,2000,0,0,
2196,1979,9,0,2200,270,2000,0,0,
2196,1981,12,0,2200,270,2000,0,0,
2196,1980,12,0,2200,270,2000,0,0,
2198,1982,12,0,2200,270,2000,0,0,
2197,1981,9,0,2200,270,2000,0,0,
2197,1982,9,0,2200,270,2000,0,0,
2196,1981,9,0,2200,270,2000,0,0,
2196,1982,12,0,2200,270,2000,0,0,
2197,1983,12,0,2200,270,2000,0,0,
2197,1982,9,0,2200,270,2000,0,0,
2196,1982,9,0,2200,270,2000,0,0,
2196,1982,9,0,2200,270,2000,0,0,
2196,1982,12,0,2200,270,2000,0,0,
2196,1981,12,0,2200,270,2000,0,0,
2196,1982,12,0,2200,270,2000,0,0,
2196,1983,12,0,2200,270,2000,0,0,
2196,1983,12,0,2200,270,2000,0,0,
2196,1984,12,0,2200,270,2000,0,0,
2195,1984,12,0,2200,270,2000,0,0,
2195,1983,15,0,2200,270,2000,0,0,
2195,1984,15,0,2200,270,2000,0,0,
2195,1986,15,0,2200,270,2000,0,0,
2196,1984,15,0,2200,270,2000,0,0,
2196,1984,15,0,2200,270,2000,0,0,
2195,1982,12,0,2200,270,2000,0,0,
2195,1981,12,0,2200,270,2000,0,0,
2196,1981,12,0,2200,270,2000,0,0,
2197,1981,9,0,2200,270,2000,0,0,
2196,1981,9,0,2200,270,2000,0,0,
2195,1981,9,0,2200,270,2000,0,0,
2195,1983,15,0,2200,270,2000,0,0,
2196,1984,15,0,2200,270,2000,0,0,
2194,1984,15,0,2200,270,2000,0,0,
2194,1986,15,0,2200,270,2000,0,0,
2195,1984,15,0,2200,270,2000,0,0,
2196,1984,15,0,2200,270,2000,0,0,
2196,1984,15,0,2200,270,2000,0,0,
2195,1985,15,0,2200,270,2000,0,0,
2194,1984,15,0,2200,270,2000,0,0,
2193,1981,15,0,2200,270,2000,0,0,
2194,1981,21,0,2200,270,2000,0,0,
2195,1984,21,0,2200,270,2000,0,0,
2196,1986,15,0,2200,270,2000,0,0,
2195,1986,15,0,2200,270,2000,0,0,
2194,1986,15,0,2200,270,2000,0,0,
2195,1988,18,0,2200,270,2000,0,0,
2195,1987,18,0,2200,270,2000,0,0,
2195,1986,15,0,2200,270,2000,0,0,
2195,1986,15,0,2200,270,2000,0,0,
2195,1985,15,0,2200,270,2000,0,0,
2195,1984,15,0,2200,270,2000,0,0,
2196,1983,15,0,2200,270,2000,0,0,
2195,1984,15,0,2200,270,2000,0,0,
2195,1984,15,0,2200,270,2000,0,0,
2195,1985,15,0,2200,270,2000,0,0,
2195,1983,15,0,2200,270,2000,0,0,
2196,1983,15,0,2200,270,2000,0,0,
2194,1984,15,0,2200,270,2000,0,0,
2195,1985,15,0,2200,270,2000,0,0,
2194,1984,15,0,2200,270,2000,0,0,
2194,1985,18,0,2200,270,2000,0,0,
2195,1985,18,0,2200,270,2000,0,0,
2196,1984,18,0,2200,270,2000,0,0,
2195,1986,12,0,2200,270,2000,0,0,
2195,1986,12,0,2200,270,2000,0,0,
2196,1985,12,0,2200,270,2000,0,0,
2196,1984,12,0,2200,270,2000,0,0,
2195,1984,12,0,2200,270,2000,0,0,
2195,1985,15,0,2200,270,2000,0,0,
2196,1986,15,0,2200,270,2000,0,0,
2197,1986,12,0,2200,270,2000,0,0,
2196,1985,12,0,2200,270,2000,0,0,
2195,1984,12,0,2200,270,2000,0,0,
2194,1986,15,0,2200,270,2000,0,0,
2195,1986,15,0,2200,270,2000,0,0,
2195,1984,15,0,2200,270,2000,0,0,
2196,1985,15,0,2200,270,2000,0,0,
2196,1986,15,0,2200,270,2000,0,0,
2195,1985,15,0,2200,270,2000,0,0,
2195,1986,15,0,2200,270,2000,0,0,
2196,1986,12,0,2200,270,2000,0,0,
2196,1986,12,0,2200,270,2000,0,0,
2195,1985,12,0,2200,270,2000,0,0,
2194,1985,18,0,2200,270,2000,0,0,
2195,1984,18,0,2200,270,2000,0,0,
2196,1986,18,0,2200,270,2000,0,0,
2195,1989,12,0,2200,270,2000,0,0,
2194,1988,12,0,2200,270,2000,0,0,
2194,1988,15,0,2200,270,2000,0,0,
2194,1987,15,0,2200,270,2000,0,0,
2195,1987,15,0,2200,270,2000,0,0,
2195,1987,15,0,2200,270,2000,0,0,
2195,1988,15,0,2200,270,2000,0,0,
2195,1990,15,0,2200,270,2000,0,0,
2200,1988,15,0,2200,270,2000,0,0,
2200,1988,15,0,2200,270,2000,0,0,
2200,1988,0,0,2200,270,2000,0,0,
2195,1989,0,0,2200,270,2000,0,0,
2195,1986,15,0,2200,270,2000,0,0,
2195,1987,15,0,2200,270,2000,0,0,
2191,1987,15,0,2200,270,2000,0,0,
2192,1989,24,0,2200,270,2000,0,0,
2195,1990,24,0,2200,270,2000,0,0,
2195,1989,15,0,2200,270,2000,0,0,
2194,1987,15,0,2200,270,2000,0,0,
2195,1989,15,0,2200,270,2000,0,0,
2194,1990,15,0,2200,270,2000,0,0,
2195,1989,15,0,2200,270,2000,0,0,
2195,1989,15,0,2200,270,2000,0,0,
2195,1988,15,0,2200,270,2000,0,0,
2195,1988,15,0,2200,270,2000,0,0,
2195,1985,12,0,2200,270,2000,0,0,
2195,1987,12,0,2200,270,2000,0,0,
2194,1988,12,0,2200,270,2000,0,0,
2196,1988,18,0,2200,270,2000,0,0,
2195,1987,18,0,2200,270,2000,0,0,
2196,1988,12,0,2200,270,2000,0,0,
2195,1989,12,0,2200,270,2000,0,0,
2196,1990,12,0,2200,270,2000,0,0,
2196,1989,15,0,2200,270,2000,0,0,
2196,1989,15,0,2200,270,2000,0,0,
2197,1990,9,0,2200,270,2000,0,0,
2196,1990,9,0,2200,270,2000,0,0,
2196,1989,9,0,2200,270,2000,0,0,
2196,1990,12,0,2200,270,2000,0,0,
2197,1989,12,0,2200,270,2000,0,0,
2197,1987,12,0,2200,270,2000,0,0,
2197,1988,12,0,2200,270,2000,0,0,
2197,1991,12,0,2200,270,2000,0,0,
2197,1990,12,0,2200,270,2000,0,0,
2196,1990,12,0,2200,270,2000,0,0,
2196,1990,12,0,2200,270,2000,0,0,
2196,1991,12,0,2200,270,2000,0,0,
2196,1991,12,0,2200,270,2000,0,0,
2195,1990,12,0,2200,270,2000,0,0,
2195,1989,12,0,2200,270,2000,0,0,
2195,1990,15,0,2200,270,2000,0,0,
2196,1989,15,0,2200,270,2000,0,0,
2197,1989,15,0,2200,270,2000,0,0,
2197,1989,12,0,2200,270,2000,0,0,
2195,1987,12,0,2200,270,2000,0,0,
2194,1988,12,0,2200,270,2000,0,0,
2194,1989,18,0,2200,270,2000,0,0,
2195,1988,18,0,2200,270,2000,0,0,
2194,1988,18,0,2200,270,2000,0,0,
2195,1988,18,0,2200,270,2000,0,0,
2195,1987,18,0,2200,270,2000,0,0,
