RegPeltierTempColdsideAdc,RegPeltierTempHotsideAdc,RegPeltierPWMDutyCycle,RegPeltierReverseMode,RegPeltierPidSetpointAdc,RegPeltierPidDt,RegPeltierPidKp,RegPeltierPidKi,RegPeltierPidKd,
2073,2054,56,0,2200,270,500,0,0,
2074,2055,56,0,2200,270,500,0,0,
2076,2055,56,0,2200,270,500,0,0,
2076,2054,56,0,2200,270,500,0,0,
2078,2054,56,0,2200,270,500,0,0,
2079,2053,56,0,2200,270,500,0,0,
2079,2052,56,0,2200,270,500,0,0,
2081,2050,56,0,2200,270,500,0,0,
2082,2049,56,0,2200,270,500,0,0,
2083,2049,56,0,2200,270,500,0,0,
2085,2050,56,0,2200,270,500,0,0,
2086,2051,56,0,2200,270,500,0,0,
2087,2051,56,0,2200,270,500,0,0,
2088,2049,56,0,2200,270,500,0,0,
2088,2048,56,0,2200,270,500,0,0,
2089,2047,56,0,2200,270,500,0,0,
2091,2045,56,0,2200,270,500,0,0,
2092,2044,56,0,2200,270,500,0,0,
2093,2044,56,0,2200,270,500,0,0,
2094,2045,56,0,2200,270,500,0,0,
2096,2044,56,0,2200,270,500,0,0,
2096,2042,56,0,2200,270,500,0,0,
2098,2042,56,0,2200,270,500,0,0,
2100,2041,56,0,2200,270,500,0,0,
2100,2040,56,0,2200,270,500,0,0,
2099,2040,56,0,2200,270,500,0,0,
2101,2040,56,0,2200,270,500,0,0,
2101,2039,56,0,2200,270,500,0,0,
2102,2037,56,0,2200,270,500,0,0,
2102,2038,56,0,2200,270,500,0,0,
2105,2038,56,0,2200,270,500,0,0,
2105,2037,56,0,2200,270,500,0,0,
2107,2035,56,0,2200,270,500,0,0,
2107,2037,56,0,2200,270,500,0,0,
2109,2035,56,0,2200,270,500,0,0,
2121,2032,56,0,2200,270,500,0,0,
2122,2031,56,0,2200,270,500,0,0,
2123,2033,56,0,2200,270,500,0,0,
2114,2033,56,0,2200,270,500,0,0,
2116,2031,56,0,2200,270,500,0,0,
2116,2032,56,0,2200,270,500,0,0,
2116,2032,56,0,2200,270,500,0,0,
2117,2031,56,0,2200,270,500,0,0,
2118,2031,56,0,2200,270,500,0,0,
2120,2022,56,0,2200,270,500,0,0,
2120,2023,56,0,2200,270,500,0,0,
2120,2029,56,0,2200,270,500,0,0,
2121,2028,56,0,2200,270,500,0,0,
2121,2027,56,0,2200,270,500,0,0,
2123,2025,56,0,2200,270,500,0,0,
2123,2025,56,0,2200,270,500,0,0,
2125,2026,56,0,2200,270,500,0,0,
2125,2025,56,0,2200,270,500,0,0,
2128,2024,56,0,2200,270,500,0,0,
2129,2023,56,0,2200,270,500,0,0,
2130,2022,56,0,2200,270,500,0,0,
2132,2021,53,0,2200,270,500,0,0,
2133,2021,53,0,2200,270,500,0,0,
2133,2020,51,0,2200,270,500,0,0,
2132,2020,51,0,2200,270,500,0,0,
2134,2020,51,0,2200,270,500,0,0,
2136,2020,50,0,2200,270,500,0,0,
2137,2020,50,0,2200,270,500,0,0,
2136,2019,48,0,2200,270,500,0,0,
2137,2019,48,0,2200,270,500,0,0,
2137,2018,48,0,2200,270,500,0,0,
2138,2018,48,0,2200,270,500,0,0,
2141,2017,48,0,2200,270,500,0,0,
2142,2016,44,0,2200,270,500,0,0,
2142,2017,44,0,2200,270,500,0,0,
2143,2016,44,0,2200,270,500,0,0,
2143,2016,43,0,2200,270,500,0,0,
2144,2016,43,0,2200,270,500,0,0,
2145,2014,42,0,2200,270,500,0,0,
2146,2013,42,0,2200,270,500,0,0,
2146,2011,42,0,2200,270,500,0,0,
2147,2011,41,0,2200,270,500,0,0,
2146,2010,41,0,2200,270,500,0,0,
2147,2012,41,0,2200,270,500,0,0,
2147,2012,41,0,2200,270,500,0,0,
2146,2011,41,0,2200,270,500,0,0,
2147,2010,40,0,2200,270,500,0,0,
2149,2009,40,0,2200,270,500,0,0,
2151,2008,40,0,2200,270,500,0,0,
2154,2007,37,0,2200,270,500,0,0,
2155,2007,37,0,2200,270,500,0,0,
2155,2007,34,0,2200,270,500,0,0,
2155,2006,34,0,2200,270,500,0,0,
2154,2006,34,0,2200,270,500,0,0,
2155,2006,35,0,2200,270,500,0,0,
2155,2007,35,0,2200,270,500,0,0,
2156,2008,34,0,2200,270,500,0,0,
2155,2007,34,0,2200,270,500,0,0,
2157,2006,34,0,2200,270,500,0,0,
2158,2006,32,0,2200,270,500,0,0,
2159,2006,32,0,2200,270,500,0,0,
2160,2004,30,0,2200,270,500,0,0,
2160,2003,30,0,2200,270,500,0,0,
2159,2003,30,0,2200,270,500,0,0,
2158,2003,32,0,2200,270,500,0,0,
2159,2003,32,0,2200,270,500,0,0,
2159,2002,31,0,2200,270,500,0,0,
2159,2002,31,0,2200,270,500,0,0,
2160,2001,31,0,2200,270,500,0,0,
2161,1999,30,0,2200,270,500,0,0,
2161,2000,30,0,2200,270,500,0,0,
2161,2001,30,0,2200,270,500,0,0,
2162,2001,29,0,2200,270,500,0,0,
2162,2000,29,0,2200,270,500,0,0,
2163,1998,28,0,2200,270,500,0,0,
2162,2000,28,0,2200,270,500,0,0,
2163,2000,28,0,2200,270,500,0,0,
2163,1999,28,0,2200,270,500,0,0,
2164,1999,28,0,2200,270,500,0,0,
2165,1999,27,0,2200,270,500,0,0,
2164,1997,27,0,2200,270,500,0,0,
2163,1997,27,0,2200,270,500,0,0,
2163,1996,28,0,2200,270,500,0,0,
2162,1997,28,0,2200,270,500,0,0,
2163,1998,28,0,2200,270,500,0,0,
2165,1998,28,0,2200,270,500,0,0,
2165,1997,28,0,2200,270,500,0,0,
2165,1996,26,0,2200,270,500,0,0,
2164,1999,26,0,2200,270,500,0,0,
2165,1997,26,0,2200,270,500,0,0,
2166,1995,26,0,2200,270,500,0,0,
2167,1995,26,0,2200,270,500,0,0,
2166,1997,25,0,2200,270,500,0,0,
2165,1997,25,0,2200,270,500,0,0,
2165,1995,25,0,2200,270,500,0,0,
2166,1995,25,0,2200,270,500,0,0,
2167,1995,25,0,2200,270,500,0,0,
2167,1995,25,0,2200,270,500,0,0,
2168,1994,25,0,2200,270,500,0,0,
2168,2008,25,0,2200,270,500,0,0,
2168,2009,24,0,2200,270,500,0,0,
2168,2009,24,0,2200,270,500,0,0,
2168,1995,25,0,2200,270,500,0,0,
2169,1993,25,0,2200,270,500,0,0,
2170,1994,25,0,2200,270,500,0,0,
2169,1994,22,0,2200,270,500,0,0,
2170,1994,22,0,2200,270,500,0,0,
2170,1993,22,0,2200,270,500,0,0,
2170,1994,22,0,2200,270,500,0,0,
2170,1992,22,0,2200,270,500,0,0,
2170,1992,22,0,2200,270,500,0,0,
2169,1991,22,0,2200,270,500,0,0,
2170,1992,22,0,2200,270,500,0,0,
2171,1993,22,0,2200,270,500,0,0,
2171,1993,22,0,2200,270,500,0,0,
2170,1992,22,0,2200,270,500,0,0,
2171,1992,22,0,2200,270,500,0,0,
2171,1991,21,0,2200,270,500,0,0,
2172,1992,21,0,2200,270,500,0,0,
2171,1992,21,0,2200,270,500,0,0,
2171,1994,21,0,2200,270,500,0,0,
2173,1992,21,0,2200,270,500,0,0,
2173,1991,21,0,2200,270,500,0,0,
2173,1991,21,0,2200,270,500,0,0,
2175,1991,21,0,2200,270,500,0,0,
2173,1991,19,0,2200,270,500,0,0,
2172,1991,19,0,2200,270,500,0,0,
2172,1990,20,0,2200,270,500,0,0,
2174,1991,20,0,2200,270,500,0,0,
2173,1991,20,0,2200,270,500,0,0,
2173,1991,20,0,2200,270,500,0,0,
2174,1990,20,0,2200,270,500,0,0,
2175,1991,19,0,2200,270,500,0,0,
2174,1992,19,0,2200,270,500,0,0,
2174,1991,19,0,2200,270,500,0,0,
2175,1990,19,0,2200,270,500,0,0,
2175,1991,19,0,2200,270,500,0,0,
2175,1990,19,0,2200,270,500,0,0,
2175,1989,19,0,2200,270,500,0,0,
2174,1990,19,0,2200,270,500,0,0,
2174,1992,19,0,2200,270,500,0,0,
2173,1992,19,0,2200,270,500,0,0,
2172,1992,19,0,2200,270,500,0,0,
2174,1991,21,0,2200,270,500,0,0,
2174,1991,21,0,2200,270,500,0,0,
2174,1990,19,0,2200,270,500,0,0,
2174,1990,19,0,2200,270,500,0,0,
2175,1990,19,0,2200,270,500,0,0,
2176,1991,19,0,2200,270,500,0,0,
2175,1991,19,0,2200,270,500,0,0,
2175,1992,18,0,2200,270,500,0,0,
2176,1991,18,0,2200,270,500,0,0,
2175,1991,18,0,2200,270,500,0,0,
2174,1990,19,0,2200,270,500,0,0,
2175,1991,19,0,2200,270,500,0,0,
2175,1991,19,0,2200,270,500,0,0,
2176,1992,19,0,2200,270,500,0,0,
2176,1992,19,0,2200,270,500,0,0,
2176,1992,18,0,2200,270,500,0,0,
2176,1991,18,0,2200,270,500,0,0,
2175,1990,19,0,2200,270,500,0,0,
2177,1990,19,0,2200,270,500,0,0,
2178,1989,19,0,2200,270,500,0,0,
2177,1990,16,0,2200,270,500,0,0,
2176,1992,16,0,2200,270,500,0,0,
2176,1993,16,0,2200,270,500,0,0,
2176,1992,18,0,2200,270,500,0,0,
2176,1992,18,0,2200,270,500,0,0,
2176,1992,18,0,2200,270,500,0,0,
2176,1992,18,0,2200,270,500,0,0,
2176,1991,18,0,2200,270,500,0,0,
2176,1991,18,0,2200,270,500,0,0,
2176,1991,18,0,2200,270,500,0,0,
2176,1991,17,0,2200,270,500,0,0,
2176,1991,17,0,2200,270,500,0,0,
2177,1991,17,0,2200,270,500,0,0,
2178,1990,17,0,2200,270,500,0,0,
2177,1990,17,0,2200,270,500,0,0,
2177,1991,16,0,2200,270,500,0,0,
2177,1991,16,0,2200,270,500,0,0,
2177,1991,16,0,2200,270,500,0,0,
2176,1990,17,0,2200,270,500,0,0,
2178,1989,17,0,2200,270,500,0,0,
2179,1991,16,0,2200,270,500,0,0,
2180,1992,16,0,2200,270,500,0,0,
2178,1991,16,0,2200,270,500,0,0,
2178,1989,16,0,2200,270,500,0,0,
2178,1990,16,0,2200,270,500,0,0,
2177,1989,16,0,2200,270,500,0,0,
2178,1989,17,0,2200,270,500,0,0,
2178,1989,17,0,2200,270,500,0,0,
2178,1990,16,0,2200,270,500,0,0,
2178,1991,16,0,2200,270,500,0,0,
2180,1991,16,0,2200,270,500,0,0,
2179,1992,15,0,2200,270,500,0,0,
2179,1989,15,0,2200,270,500,0,0,
2178,1991,16,0,2200,270,500,0,0,
2179,1991,16,0,2200,270,500,0,0,
2178,1992,16,0,2200,270,500,0,0,
2179,1992,16,0,2200,270,500,0,0,
2180,1991,16,0,2200,270,500,0,0,
2178,1991,16,0,2200,270,500,0,0,
2178,1990,16,0,2200,270,500,0,0,
2179,1992,16,0,2200,270,500,0,0,
2179,1992,16,0,2200,270,500,0,0,
2179,1993,16,0,2200,270,500,0,0,
2179,1990,16,0,2200,270,500,0,0,
2179,1990,16,0,2200,270,500,0,0,
2180,1991,16,0,2200,270,500,0,0,
2179,1990,16,0,2200,270,500,0,0,
2179,1989,16,0,2200,270,500,0,0,
2179,1990,16,0,2200,270,500,0,0,
2180,1992,16,0,2200,270,500,0,0,
2180,1993,16,0,2200,270,500,0,0,
2180,1994,15,0,2200,270,500,0,0,
2180,1990,15,0,2200,270,500,0,0,
2180,1988,15,0,2200,270,500,0,0,
2180,1991,15,0,2200,270,500,0,0,
2181,1993,15,0,2200,270,500,0,0,
2180,1995,15,0,2200,270,500,0,0,
2180,1993,15,0,2200,270,500,0,0,
2181,1993,15,0,2200,270,500,0,0,
2180,1992,14,0,2200,270,500,0,0,
2181,1992,14,0,2200,270,500,0,0,
2181,1992,15,0,2200,270,500,0,0,
2181,1991,15,0,2200,270,500,0,0,
2181,1992,15,0,2200,270,500,0,0,
2180,1991,14,0,2200,270,500,0,0,
2179,1991,14,0,2200,270,500,0,0,
2179,1989,16,0,2200,270,500,0,0,
2180,1990,16,0,2200,270,500,0,0,
2180,1992,16,0,2200,270,500,0,0,
2181,1992,14,0,2200,270,500,0,0,
2182,1992,14,0,2200,270,500,0,0,
2182,1993,13,0,2200,270,500,0,0,
2180,1994,13,0,2200,270,500,0,0,
2181,1993,13,0,2200,270,500,0,0,
2180,1993,15,0,2200,270,500,0,0,
2182,1993,15,0,2200,270,500,0,0,
2182,1993,15,0,2200,270,500,0,0,
2181,1992,13,0,2200,270,500,0,0,
2180,1991,13,0,2200,270,500,0,0,
2180,1992,14,0,2200,270,500,0,0,
2181,1992,14,0,2200,270,500,0,0,
2180,1991,14,0,2200,270,500,0,0,
2180,1992,15,0,2200,270,500,0,0,
2181,1992,15,0,2200,270,500,0,0,
2180,1992,14,0,2200,270,500,0,0,
2180,1991,14,0,2200,270,500,0,0,
2181,1992,14,0,2200,270,500,0,0,
2181,1996,14,0,2200,270,500,0,0,
2180,1996,14,0,2200,270,500,0,0,
2181,1995,15,0,2200,270,500,0,0,
2182,1994,15,0,2200,270,500,0,0,
2183,1994,15,0,2200,270,500,0,0,
2182,1994,12,0,2200,270,500,0,0,
2182,1993,12,0,2200,270,500,0,0,
2181,1994,15,0,2200,270,500,0,0,
2180,1992,15,0,2200,270,500,0,0,
2182,1995,15,0,2200,270,500,0,0,
2181,1993,13,0,2200,270,500,0,0,
2182,1995,13,0,2200,270,500,0,0,
2182,1995,13,0,2200,270,500,0,0,
2183,1995,13,0,2200,270,500,0,0,
2183,1995,13,0,2200,270,500,0,0,
2182,1995,13,0,2200,270,500,0,0,
2181,1993,13,0,2200,270,500,0,0,
2182,1994,13,0,2200,270,500,0,0,
2182,1994,13,0,2200,270,500,0,0,
2182,1995,13,0,2200,270,500,0,0,
2182,1995,14,0,2200,270,500,0,0,
2180,1995,14,0,2200,270,500,0,0,
2181,1995,14,0,2200,270,500,0,0,
2181,1995,14,0,2200,270,500,0,0,
2181,1996,14,0,2200,270,500,0,0,
2181,1997,14,0,2200,270,500,0,0,
2182,1995,14,0,2200,270,500,0,0,
2182,1995,14,0,2200,270,500,0,0,
2181,1995,13,0,2200,270,500,0,0,
2182,1996,13,0,2200,270,500,0,0,
2182,1995,13,0,2200,270,500,0,0,
2181,1996,13,0,2200,270,500,0,0,
2182,1996,13,0,2200,270,500,0,0,
2183,1996,13,0,2200,270,500,0,0,
2184,1996,13,0,2200,270,500,0,0,
2183,1995,12,0,2200,270,500,0,0,
2182,1994,12,0,2200,270,500,0,0,
2181,1996,12,0,2200,270,500,0,0,
2182,1996,14,0,2200,270,500,0,0,
2182,1995,14,0,2200,270,500,0,0,
2185,1993,14,0,2200,270,500,0,0,
2181,1994,11,0,2200,270,500,0,0,
2181,1995,11,0,2200,270,500,0,0,
2182,1997,16,0,2200,270,500,0,0,
2183,1997,16,0,2200,270,500,0,0,
2183,1998,16,0,2200,270,500,0,0,
2182,1996,12,0,2200,270,500,0,0,
2182,1996,12,0,2200,270,500,0,0,
2181,1996,14,0,2200,270,500,0,0,
2181,1996,14,0,2200,270,500,0,0,
2182,1996,14,0,2200,270,500,0,0,
2182,1995,13,0,2200,270,500,0,0,
2183,1995,13,0,2200,270,500,0,0,
2183,1996,12,0,2200,270,500,0,0,
2182,1996,12,0,2200,270,500,0,0,
2182,1996,12,0,2200,270,500,0,0,
2183,1996,13,0,2200,270,500,0,0,
2184,1997,13,0,2200,270,500,0,0,
2183,1996,12,0,2200,270,500,0,0,
2184,1997,12,0,2200,270,500,0,0,
2183,1997,12,0,2200,270,500,0,0,
2183,1997,12,0,2200,270,500,0,0,
2182,1997,12,0,2200,270,500,0,0,
2182,1997,12,0,2200,270,500,0,0,
2182,1998,13,0,2200,270,500,0,0,
2183,1998,13,0,2200,270,500,0,0,
2183,1998,12,0,2200,270,500,0,0,
2182,1997,12,0,2200,270,500,0,0,
2182,1996,12,0,2200,270,500,0,0,
2182,1996,13,0,2200,270,500,0,0,
2183,1997,13,0,2200,270,500,0,0,
2183,1998,12,0,2200,270,500,0,0,
2185,1998,12,0,2200,270,500,0,0,
2184,1998,12,0,2200,270,500,0,0,
2183,1998,12,0,2200,270,500,0,0,
2183,2000,12,0,2200,270,500,0,0,
2183,1999,13,0,2200,270,500,0,0,
2183,1997,13,0,2200,270,500,0,0,
2182,1997,13,0,2200,270,500,0,0,
2182,1996,13,0,2200,270,500,0,0,
2183,1996,13,0,2200,270,500,0,0,
2184,1995,12,0,2200,270,500,0,0,
2182,1996,12,0,2200,270,500,0,0,
2181,1997,12,0,2200,270,500,0,0,
2182,1996,14,0,2200,270,500,0,0,
2182,1995,14,0,2200,270,500,0,0,
2183,1997,12,0,2200,270,500,0,0,
2182,1998,12,0,2200,270,500,0,0,
2182,1997,12,0,2200,270,500,0,0,
2183,1996,12,0,2200,270,500,0,0,
2183,1997,12,0,2200,270,500,0,0,
2183,1998,12,0,2200,270,500,0,0,
2183,1999,12,0,2200,270,500,0,0,
2182,1998,12,0,2200,270,500,0,0,
2183,2000,12,0,2200,270,500,0,0,
2182,2000,12,0,2200,270,500,0,0,
2182,2000,12,0,2200,270,500,0,0,
2182,1999,13,0,2200,270,500,0,0,
2184,1997,13,0,2200,270,500,0,0,
2183,1998,12,0,2200,270,500,0,0,
2183,1998,12,0,2200,270,500,0,0,
2184,1998,12,0,2200,270,500,0,0,
2183,1999,12,0,2200,270,500,0,0,
2184,1999,12,0,2200,270,500,0,0,
2183,1998,12,0,2200,270,500,0,0,
2183,2000,12,0,2200,270,500,0,0,
2182,2000,12,0,2200,270,500,0,0,
2182,1998,13,0,2200,270,500,0,0,
2182,1999,13,0,2200,270,500,0,0,
2184,1999,12,0,2200,270,500,0,0,
2184,1999,12,0,2200,270,500,0,0,
2183,1997,12,0,2200,270,500,0,0,
2182,1997,12,0,2200,270,500,0,0,
2182,1998,12,0,2200,270,500,0,0,
2182,2000,12,0,2200,270,500,0,0,
2183,1999,13,0,2200,270,500,0,0,
2182,2001,13,0,2200,270,500,0,0,
2183,2000,12,0,2200,270,500,0,0,
2184,2000,12,0,2200,270,500,0,0,
2184,2003,12,0,2200,270,500,0,0,
2184,2001,12,0,2200,270,500,0,0,
2183,2000,12,0,2200,270,500,0,0,
2184,1999,12,0,2200,270,500,0,0,
2184,1999,12,0,2200,270,500,0,0,
2182,1999,12,0,2200,270,500,0,0,
2183,1998,13,0,2200,270,500,0,0,
2183,1999,13,0,2200,270,500,0,0,
2183,1998,12,0,2200,270,500,0,0,
2183,1999,12,0,2200,270,500,0,0,
2183,2000,12,0,2200,270,500,0,0,
2184,2001,12,0,2200,270,500,0,0,
2184,2000,12,0,2200,270,500,0,0,
2183,1999,12,0,2200,270,500,0,0,
2183,1998,12,0,2200,270,500,0,0,
2184,2000,12,0,2200,270,500,0,0,
2184,2001,12,0,2200,270,500,0,0,
2183,2001,12,0,2200,270,500,0,0,
2183,2001,13,0,2200,270,500,0,0,
2182,1999,13,0,2200,270,500,0,0,
2184,2012,13,0,2200,270,500,0,0,
2184,2013,12,0,2200,270,500,0,0,
2184,2000,12,0,2200,270,500,0,0,
2183,2000,12,0,2200,270,500,0,0,
2184,1999,12,0,2200,270,500,0,0,
2184,2000,12,0,2200,270,500,0,0,
2184,2001,12,0,2200,270,500,0,0,
2183,2000,12,0,2200,270,500,0,0,
2183,1999,12,0,2200,270,500,0,0,
2184,1999,12,0,2200,270,500,0,0,
2185,2001,12,0,2200,270,500,0,0,
2184,2004,12,0,2200,270,500,0,0,
2184,2002,12,0,2200,270,500,0,0,
2184,1998,12,0,2200,270,500,0,0,
2184,2000,12,0,2200,270,500,0,0,
2184,2001,12,0,2200,270,500,0,0,
2184,2002,12,0,2200,270,500,0,0,
2184,2002,12,0,2200,270,500,0,0,
2184,2002,12,0,2200,270,500,0,0,
2184,2003,12,0,2200,270,500,0,0,
2182,2001,12,0,2200,270,500,0,0,
2181,2000,12,0,2200,270,500,0,0,
2181,2000,12,0,2200,270,500,0,0,
2182,2002,12,0,2200,270,500,0,0,
2184,2003,13,0,2200,270,500,0,0,
2184,2004,13,0,2200,270,500,0,0,
2184,2002,12,0,2200,270,500,0,0,
2185,2003,12,0,2200,270,500,0,0,
2185,2002,12,0,2200,270,500,0,0,
2185,2003,10,0,2200,270,500,0,0,
2183,2003,10,0,2200,270,500,0,0,
2182,2003,10,0,2200,270,500,0,0,
2182,2003,13,0,2200,270,500,0,0,
2182,2002,13,0,2200,270,500,0,0,
2183,2002,13,0,2200,270,500,0,0,
2160,2002,13,0,2200,270,500,0,0,
2160,2002,13,0,2200,270,500,0,0,
2183,1999,30,0,2200,270,500,0,0,
2182,1999,30,0,2200,270,500,0,0,
2184,2000,12,0,2200,270,500,0,0,
2185,2002,12,0,2200,270,500,0,0,
2186,2003,12,0,2200,270,500,0,0,
2184,2002,11,0,2200,270,500,0,0,
2185,2001,11,0,2200,270,500,0,0,
2184,2000,12,0,2200,270,500,0,0,
2184,2000,12,0,2200,270,500,0,0,
2183,2002,12,0,2200,270,500,0,0,
2184,2003,12,0,2200,270,500,0,0,
2185,2002,12,0,2200,270,500,0,0,
2185,2002,11,0,2200,270,500,0,0,
2185,2002,11,0,2200,270,500,0,0,
2184,2001,11,0,2200,270,500,0,0,
2182,2002,12,0,2200,270,500,0,0,
2184,2002,12,0,2200,270,500,0,0,
2184,2002,11,0,2200,270,500,0,0,
2184,2002,11,0,2200,270,500,0,0,
2184,2003,11,0,2200,270,500,0,0,
2185,2003,12,0,2200,270,500,0,0,
2186,2001,12,0,2200,270,500,0,0,
2186,2001,12,0,2200,270,500,0,0,
2184,2002,10,0,2200,270,500,0,0,
2183,2003,10,0,2200,270,500,0,0,
2184,2002,12,0,2200,270,500,0,0,
2185,2001,12,0,2200,270,500,0,0,
2186,2003,12,0,2200,270,500,0,0,
2186,2002,10,0,2200,270,500,0,0,
2183,2002,10,0,2200,270,500,0,0,
2184,2001,12,0,2200,270,500,0,0,
2185,2002,12,0,2200,270,500,0,0,
2186,2004,12,0,2200,270,500,0,0,
2185,2004,11,0,2200,270,500,0,0,
2185,2004,11,0,2200,270,500,0,0,
2185,2005,10,0,2200,270,500,0,0,
2185,2004,10,0,2200,270,500,0,0,
2184,2002,10,0,2200,270,500,0,0,
2183,2002,12,0,2200,270,500,0,0,
2184,2004,12,0,2200,270,500,0,0,
2184,2005,12,0,2200,270,500,0,0,
2184,2005,12,0,2200,270,500,0,0,
2184,2005,12,0,2200,270,500,0,0,
2184,2005,12,0,2200,270,500,0,0,
2184,2004,12,0,2200,270,500,0,0,
2185,2005,12,0,2200,270,500,0,0,
2184,2004,11,0,2200,270,500,0,0,
2183,2004,11,0,2200,270,500,0,0,
2183,2004,12,0,2200,270,500,0,0,
2183,2005,12,0,2200,270,500,0,0,
2183,2006,12,0,2200,270,500,0,0,
2184,2004,12,0,2200,270,500,0,0,
2184,2004,12,0,2200,270,500,0,0,
2184,2005,12,0,2200,270,500,0,0,
2183,2004,12,0,2200,270,500,0,0,
2183,2004,12,0,2200,270,500,0,0,
2184,2003,12,0,2200,270,500,0,0,
2184,2003,12,0,2200,270,500,0,0,
2183,2004,12,0,2200,270,500,0,0,
2184,2004,12,0,2200,270,500,0,0,
2185,2005,12,0,2200,270,500,0,0,
2186,2004,11,0,2200,270,500,0,0,
2185,2003,11,0,2200,270,500,0,0,
2184,2002,11,0,2200,270,500,0,0,
2184,2002,11,0,2200,270,500,0,0,
2184,2004,11,0,2200,270,500,0,0,
2185,2004,11,0,2200,270,500,0,0,
2185,2004,11,0,2200,270,500,0,0,
2183,2003,11,0,2200,270,500,0,0,
2184,2004,12,0,2200,270,500,0,0,
2184,2004,12,0,2200,270,500,0,0,
2185,2004,11,0,2200,270,500,0,0,
2185,2002,11,0,2200,270,500,0,0,
2184,2001,11,0,2200,270,500,0,0,
2184,2001,12,0,2200,270,500,0,0,
2183,2002,12,0,2200,270,500,0,0,
2183,2003,12,0,2200,270,500,0,0,
2184,2004,12,0,2200,270,500,0,0,
2184,2004,12,0,2200,270,500,0,0,
2185,2004,12,0,2200,270,500,0,0,
2186,2004,12,0,2200,270,500,0,0,
2187,2004,9,0,2200,270,500,0,0,
2185,2004,9,0,2200,270,500,0,0,
2185,2004,9,0,2200,270,500,0,0,
2185,2004,11,0,2200,270,500,0,0,
2185,2005,11,0,2200,270,500,0,0,
2184,2004,12,0,2200,270,500,0,0,
2183,2004,12,0,2200,270,500,0,0,
2183,2006,12,0,2200,270,500,0,0,
2183,2007,12,0,2200,270,500,0,0,
2184,2006,12,0,2200,270,500,0,0,
2185,2005,11,0,2200,270,500,0,0,
2185,2005,11,0,2200,270,500,0,0,
2184,2006,11,0,2200,270,500,0,0,
2185,2005,12,0,2200,270,500,0,0,
2185,2006,12,0,2200,270,500,0,0,
2186,2005,12,0,2200,270,500,0,0,
2186,2006,10,0,2200,270,500,0,0,
2185,2007,10,0,2200,270,500,0,0,
2183,2008,12,0,2200,270,500,0,0,
2184,2007,12,0,2200,270,500,0,0,
2183,2008,12,0,2200,270,500,0,0,
2183,2007,12,0,2200,270,500,0,0,
2184,2006,12,0,2200,270,500,0,0,
2184,2006,12,0,2200,270,500,0,0,
2184,2005,12,0,2200,270,500,0,0,
2184,2006,12,0,2200,270,500,0,0,
2184,2006,12,0,2200,270,500,0,0,
2184,2006,12,0,2200,270,500,0,0,
2186,2006,11,0,2200,270,500,0,0,
2185,2006,11,0,2200,270,500,0,0,
2185,2006,11,0,2200,270,500,0,0,
