RegPeltierTempColdsideAdc,RegPeltierTempHotsideAdc,RegPeltierPWMDutyCycle,RegPeltierReverseMode,RegPeltierPidSetpointAdc,RegPeltierPidDt,RegPeltierPidKp,RegPeltierPidKi,RegPeltierPidISum,RegPeltierPidISumMax,RegPeltierPidMv,
2006,1822,14,0,1400,270,1000,100,15614,35000,9614,
2007,1821,25,1,1400,270,1000,100,-16389,35000,-557854,
2007,1821,25,1,1400,270,1000,100,-16389,35000,-557854,
2007,1822,25,1,1400,270,1000,100,-16389,35000,-557854,
2007,1821,25,1,1400,270,1000,100,-32778,35000,-574243,
2007,1823,25,1,1400,270,1000,100,-32778,35000,-574243,
2006,1823,25,1,1400,270,1000,100,-35000,35000,-575465,
2006,1822,25,1,1400,270,1000,100,-35000,35000,-575465,
2005,1821,25,1,1400,270,1000,100,-35000,35000,-575465,
2003,1820,25,1,1400,270,1000,100,-35000,35000,-573465,
2001,1821,25,1,1400,270,1000,100,-35000,35000,-573465,
2000,1822,25,1,1400,270,1000,100,-35000,35000,-573465,
1997,1823,25,1,1400,270,1000,100,-35000,35000,-569465,
1994,1823,25,1,1400,270,1000,100,-35000,35000,-569465,
1991,1824,25,1,1400,270,1000,100,-35000,35000,-561465,
1988,1825,25,1,1400,270,1000,100,-35000,35000,-561465,
1985,1823,25,1,1400,270,1000,100,-35000,35000,-561465,
1982,1821,25,1,1400,270,1000,100,-35000,35000,-554465,
1977,1823,25,1,1400,270,1000,100,-35000,35000,-554465,
1974,1824,25,1,1400,270,1000,100,-35000,35000,-544465,
1971,1823,25,1,1400,270,1000,100,-35000,35000,-544465,
1969,1824,25,1,1400,270,1000,100,-35000,35000,-544465,
1964,1825,25,1,1400,270,1000,100,-35000,35000,-536465,
1959,1827,25,1,1400,270,1000,100,-35000,35000,-536465,
1955,1826,25,1,1400,270,1000,100,-35000,35000,-526465,
1952,1828,25,1,1400,270,1000,100,-35000,35000,-526465,
1949,1829,25,1,1400,270,1000,100,-35000,35000,-526465,
1945,1831,25,1,1400,270,1000,100,-35000,35000,-517465,
1941,1829,25,1,1400,270,1000,100,-35000,35000,-517465,
1938,1829,25,1,1400,270,1000,100,-35000,35000,-508465,
1936,1830,25,1,1400,270,1000,100,-35000,35000,-508465,
1932,1831,25,1,1400,270,1000,100,-35000,35000,-508465,
1928,1834,25,1,1400,270,1000,100,-35000,35000,-500465,
1924,1834,25,1,1400,270,1000,100,-35000,35000,-500465,
