RegPeltierTempColdsideAdc,RegPeltierTempHotsideAdc,RegPeltierPWMDutyCycle,RegPeltierReverseMode,RegPeltierPidSetpointAdc,RegPeltierPidDt,RegPeltierPidKp,RegPeltierPidKi,RegPeltierPidISum,RegPeltierPidISumMax,RegPeltierPidMv,
2019,1981,56,0,2200,270,1000,2000,30000,30000,210000,
2017,1983,56,0,2200,270,1000,2000,30000,30000,210000,
2015,1983,56,0,2200,270,1000,2000,30000,30000,214000,
2013,1983,56,0,2200,270,1000,2000,30000,30000,214000,
2012,1981,56,0,2200,270,1000,2000,30000,30000,214000,
2013,1980,56,0,2200,270,1000,2000,30000,30000,218000,
2012,1980,56,0,2200,270,1000,2000,30000,30000,218000,
2010,1981,56,0,2200,270,1000,2000,30000,30000,218000,
2010,1980,56,0,2200,270,1000,2000,30000,30000,218000,
2003,1979,56,0,2200,270,1000,2000,30000,30000,218000,
2004,1979,56,0,2200,270,1000,2000,30000,30000,227000,
2004,1980,56,0,2200,270,1000,2000,30000,30000,227000,
2010,1980,56,0,2200,270,1000,2000,30000,30000,220000,
2012,1979,56,0,2200,270,1000,2000,30000,30000,220000,
2012,1979,56,0,2200,270,1000,2000,30000,30000,220000,
2014,1978,56,0,2200,270,1000,2000,30000,30000,217000,
2015,1978,56,0,2200,270,1000,2000,30000,30000,217000,
2016,1978,56,0,2200,270,1000,2000,30000,30000,214000,
2016,1978,56,0,2200,270,1000,2000,30000,30000,214000,
2019,1979,56,0,2200,270,1000,2000,30000,30000,214000,
2020,1979,56,0,2200,270,1000,2000,30000,30000,211000,
2022,1979,56,0,2200,270,1000,2000,30000,30000,211000,
2022,1977,56,0,2200,270,1000,2000,30000,30000,208000,
2021,1976,56,0,2200,270,1000,2000,30000,30000,208000,
2023,1971,56,0,2200,270,1000,2000,30000,30000,208000,
2025,1970,56,0,2200,270,1000,2000,30000,30000,206000,
2027,1970,56,0,2200,270,1000,2000,30000,30000,206000,
2027,1975,56,0,2200,270,1000,2000,30000,30000,206000,
2028,1975,56,0,2200,270,1000,2000,30000,30000,203000,
2030,1973,56,0,2200,270,1000,2000,30000,30000,203000,
2033,1974,56,0,2200,270,1000,2000,30000,30000,199000,
2033,1975,56,0,2200,270,1000,2000,30000,30000,199000,
2035,1972,56,0,2200,270,1000,2000,30000,30000,199000,
2035,1973,56,0,2200,270,1000,2000,30000,30000,195000,
2037,1972,56,0,2200,270,1000,2000,30000,30000,195000,
2037,1971,56,0,2200,270,1000,2000,30000,30000,193000,
2038,1971,56,0,2200,270,1000,2000,30000,30000,193000,
2040,1971,56,0,2200,270,1000,2000,30000,30000,193000,
2041,1972,56,0,2200,270,1000,2000,30000,30000,190000,
2042,1971,56,0,2200,270,1000,2000,30000,30000,190000,
2043,1971,56,0,2200,270,1000,2000,30000,30000,188000,
2045,1983,56,0,2200,270,1000,2000,30000,30000,188000,
2048,1983,56,0,2200,270,1000,2000,30000,30000,188000,
2050,1981,56,0,2200,270,1000,2000,30000,30000,182000,
2050,1970,56,0,2200,270,1000,2000,30000,30000,182000,
2050,1969,56,0,2200,270,1000,2000,30000,30000,180000,
2052,1967,56,0,2200,270,1000,2000,30000,30000,180000,
2052,1966,56,0,2200,270,1000,2000,30000,30000,180000,
2054,1966,56,0,2200,270,1000,2000,30000,30000,177000,
2054,1965,56,0,2200,270,1000,2000,30000,30000,177000,
2056,1967,56,0,2200,270,1000,2000,30000,30000,177000,
2056,1967,56,0,2200,270,1000,2000,30000,30000,174000,
2058,1967,56,0,2200,270,1000,2000,30000,30000,174000,
2058,1964,56,0,2200,270,1000,2000,30000,30000,172000,
2058,1965,56,0,2200,270,1000,2000,30000,30000,172000,
2060,1963,56,0,2200,270,1000,2000,30000,30000,172000,
2062,1964,56,0,2200,270,1000,2000,30000,30000,170000,
2063,1962,56,0,2200,270,1000,2000,30000,30000,170000,
2065,1963,56,0,2200,270,1000,2000,30000,30000,166000,
2066,1963,56,0,2200,270,1000,2000,30000,30000,166000,
2066,1963,56,0,2200,270,1000,2000,30000,30000,166000,
2067,1963,56,0,2200,270,1000,2000,30000,30000,164000,
2068,1960,56,0,2200,270,1000,2000,30000,30000,164000,
2068,1959,56,0,2200,270,1000,2000,30000,30000,162000,
2069,1959,56,0,2200,270,1000,2000,30000,30000,162000,
2070,1958,56,0,2200,270,1000,2000,30000,30000,162000,
2071,1959,56,0,2200,270,1000,2000,30000,30000,160000,
