RegPeltierTempColdsideAdc,RegPeltierTempHotsideAdc,RegPeltierPWMDutyCycle,RegPeltierReverseMode,RegPeltierPidSetpointAdc,RegPeltierPidDt,RegPeltierPidKp,RegPeltierPidKi,RegPeltierPidISum,RegPeltierPidISumMax,RegPeltierPidMv,
1997,1963,56,0,2200,270,1000,500,27405,35000,230405,
1996,1963,56,0,2200,270,1000,500,27405,35000,230405,
1997,1963,56,0,2200,270,1000,500,35000,35000,239000,
2001,1965,56,0,2200,270,1000,500,35000,35000,239000,
2001,1965,56,0,2200,270,1000,500,35000,35000,239000,
1998,1965,56,0,2200,270,1000,500,35000,35000,234000,
1999,1963,56,0,2200,270,1000,500,35000,35000,234000,
2000,1962,56,0,2200,270,1000,500,35000,35000,235000,
2000,1963,56,0,2200,270,1000,500,35000,35000,235000,
2000,1964,56,0,2200,270,1000,500,35000,35000,235000,
2003,1964,56,0,2200,270,1000,500,35000,35000,235000,
2004,1964,56,0,2200,270,1000,500,35000,35000,235000,
2004,1965,56,0,2200,270,1000,500,35000,35000,231000,
2004,1964,56,0,2200,270,1000,500,35000,35000,231000,
2006,1963,56,0,2200,270,1000,500,35000,35000,231000,
2008,1962,56,0,2200,270,1000,500,35000,35000,229000,
2009,1963,56,0,2200,270,1000,500,35000,35000,229000,
2010,1964,56,0,2200,270,1000,500,35000,35000,226000,
2011,1962,56,0,2200,270,1000,500,35000,35000,226000,
2013,1962,56,0,2200,270,1000,500,35000,35000,226000,
2014,1962,56,0,2200,270,1000,500,35000,35000,222000,
2016,1963,56,0,2200,270,1000,500,35000,35000,222000,
2018,1962,56,0,2200,270,1000,500,35000,35000,218000,
2019,1962,56,0,2200,270,1000,500,35000,35000,218000,
2020,1963,56,0,2200,270,1000,500,35000,35000,218000,
2021,1963,56,0,2200,270,1000,500,35000,35000,215000,
2023,1962,56,0,2200,270,1000,500,35000,35000,215000,
2024,1961,56,0,2200,270,1000,500,35000,35000,211000,
2025,1962,56,0,2200,270,1000,500,35000,35000,211000,
2027,1960,56,0,2200,270,1000,500,35000,35000,211000,
2028,1960,56,0,2200,270,1000,500,35000,35000,207000,
2030,1959,56,0,2200,270,1000,500,35000,35000,207000,
2029,1960,56,0,2200,270,1000,500,35000,35000,207000,
2030,1960,56,0,2200,270,1000,500,35000,35000,206000,
2031,1958,56,0,2200,270,1000,500,35000,35000,206000,
2033,1957,56,0,2200,270,1000,500,35000,35000,203000,
2034,1958,56,0,2200,270,1000,500,35000,35000,203000,
2035,1959,56,0,2200,270,1000,500,35000,35000,203000,
2036,1958,56,0,2200,270,1000,500,35000,35000,200000,
2041,1959,56,0,2200,270,1000,500,35000,35000,200000,
2042,1959,56,0,2200,270,1000,500,35000,35000,193000,
2042,1958,56,0,2200,270,1000,500,35000,35000,193000,
2040,1957,56,0,2200,270,1000,500,35000,35000,193000,
2041,1958,56,0,2200,270,1000,500,35000,35000,195000,
2043,1957,56,0,2200,270,1000,500,35000,35000,195000,
2044,1956,56,0,2200,270,1000,500,35000,35000,191000,
2045,1954,56,0,2200,270,1000,500,35000,35000,191000,
2046,1955,56,0,2200,270,1000,500,35000,35000,191000,
2045,1945,56,0,2200,270,1000,500,35000,35000,189000,
2047,1946,56,0,2200,270,1000,500,35000,35000,189000,
2049,1954,56,0,2200,270,1000,500,35000,35000,187000,
2050,1954,56,0,2200,270,1000,500,35000,35000,187000,
2053,1953,56,0,2200,270,1000,500,35000,35000,187000,
2054,1952,56,0,2200,270,1000,500,35000,35000,182000,
2055,1951,56,0,2200,270,1000,500,35000,35000,182000,
2055,1951,56,0,2200,270,1000,500,35000,35000,182000,
2056,1949,56,0,2200,270,1000,500,35000,35000,180000,
2057,1949,56,0,2200,270,1000,500,35000,35000,180000,
2057,1948,56,0,2200,270,1000,500,35000,35000,179000,
2058,1948,56,0,2200,270,1000,500,35000,35000,179000,
2060,1950,56,0,2200,270,1000,500,35000,35000,179000,
2060,1951,56,0,2200,270,1000,500,35000,35000,175000,
2061,1950,56,0,2200,270,1000,500,35000,35000,175000,
2063,1950,56,0,2200,270,1000,500,35000,35000,173000,
2065,1950,56,0,2200,270,1000,500,35000,35000,173000,
2065,1948,56,0,2200,270,1000,500,35000,35000,173000,
2066,1946,56,0,2200,270,1000,500,35000,35000,170000,
2066,1945,56,0,2200,270,1000,500,35000,35000,170000,
2067,1946,56,0,2200,270,1000,500,35000,35000,168000,
2069,1945,56,0,2200,270,1000,500,35000,35000,168000,
2069,1944,56,0,2200,270,1000,500,35000,35000,168000,
2071,1944,56,0,2200,270,1000,500,35000,35000,165000,
2072,1942,56,0,2200,270,1000,500,35000,35000,165000,
2072,1944,56,0,2200,270,1000,500,35000,35000,163000,
2073,1943,56,0,2200,270,1000,500,35000,35000,163000,
2073,1942,56,0,2200,270,1000,500,35000,35000,163000,
2074,1941,56,0,2200,270,1000,500,35000,35000,162000,
2076,1940,56,0,2200,270,1000,500,35000,35000,162000,
2077,1941,56,0,2200,270,1000,500,35000,35000,158000,
2078,1938,56,0,2200,270,1000,500,35000,35000,158000,
