RegPeltierTempColdsideAdc,RegPeltierTempHotsideAdc,RegPeltierPWMDutyCycle,RegPeltierReverseMode,RegPeltierPidSetpointAdc,RegPeltierPidDt,RegPeltierPidKp,RegPeltierPidKi,RegPeltierPidKd,
2102,2049,14,0,2200,270,100,0,0,
2103,2050,14,0,2200,270,100,0,0,
2103,2049,14,0,2200,270,100,0,0,
2104,2049,14,0,2200,270,100,0,0,
2105,2046,14,0,2200,270,100,0,0,
2105,2047,14,0,2200,270,100,0,0,
2105,2048,14,0,2200,270,100,0,0,
2104,2047,14,0,2200,270,100,0,0,
2105,2049,14,0,2200,270,100,0,0,
2106,2048,14,0,2200,270,100,0,0,
2107,2048,14,0,2200,270,100,0,0,
2107,2048,14,0,2200,270,100,0,0,
2107,2047,14,0,2200,270,100,0,0,
2108,2047,14,0,2200,270,100,0,0,
2107,2047,14,0,2200,270,100,0,0,
2107,2046,14,0,2200,270,100,0,0,
2108,2047,14,0,2200,270,100,0,0,
2110,2048,14,0,2200,270,100,0,0,
2113,2046,13,0,2200,270,100,0,0,
2112,2046,13,0,2200,270,100,0,0,
2113,2048,13,0,2200,270,100,0,0,
2109,2049,13,0,2200,270,100,0,0,
2109,2048,13,0,2200,270,100,0,0,
2108,2049,13,0,2200,270,100,0,0,
2109,2046,13,0,2200,270,100,0,0,
2109,2046,13,0,2200,270,100,0,0,
2109,2046,13,0,2200,270,100,0,0,
2109,2046,13,0,2200,270,100,0,0,
2110,2045,13,0,2200,270,100,0,0,
2111,2012,13,0,2200,270,100,0,0,
2111,2011,13,0,2200,270,100,0,0,
2110,2011,13,0,2200,270,100,0,0,
2111,2046,13,0,2200,270,100,0,0,
2112,2046,13,0,2200,270,100,0,0,
2112,2046,13,0,2200,270,100,0,0,
2111,2045,13,0,2200,270,100,0,0,
2110,2045,13,0,2200,270,100,0,0,
2110,2046,13,0,2200,270,100,0,0,
2111,2045,13,0,2200,270,100,0,0,
2110,2042,13,0,2200,270,100,0,0,
2110,2043,13,0,2200,270,100,0,0,
2111,2044,13,0,2200,270,100,0,0,
2112,2045,13,0,2200,270,100,0,0,
2113,2044,13,0,2200,270,100,0,0,
2111,2041,13,0,2200,270,100,0,0,
2113,2040,13,0,2200,270,100,0,0,
2113,2043,13,0,2200,270,100,0,0,
2115,2044,13,0,2200,270,100,0,0,
2115,2044,13,0,2200,270,100,0,0,
2115,2044,13,0,2200,270,100,0,0,
2115,2044,13,0,2200,270,100,0,0,
2114,2045,12,0,2200,270,100,0,0,
2116,2043,12,0,2200,270,100,0,0,
2115,2041,12,0,2200,270,100,0,0,
2115,2042,12,0,2200,270,100,0,0,
2115,2042,12,0,2200,270,100,0,0,
2115,2043,12,0,2200,270,100,0,0,
2115,2044,12,0,2200,270,100,0,0,
2117,2046,12,0,2200,270,100,0,0,
2117,2044,12,0,2200,270,100,0,0,
2118,2043,12,0,2200,270,100,0,0,
2118,2043,12,0,2200,270,100,0,0,
2117,2044,12,0,2200,270,100,0,0,
2117,2045,12,0,2200,270,100,0,0,
2117,2045,12,0,2200,270,100,0,0,
2116,2045,12,0,2200,270,100,0,0,
2117,2043,12,0,2200,270,100,0,0,
2117,2044,12,0,2200,270,100,0,0,
2119,2044,12,0,2200,270,100,0,0,
2118,2043,12,0,2200,270,100,0,0,
2117,2043,12,0,2200,270,100,0,0,
2117,2044,12,0,2200,270,100,0,0,
2118,2043,12,0,2200,270,100,0,0,
2119,2044,12,0,2200,270,100,0,0,
2120,2044,12,0,2200,270,100,0,0,
2120,2042,12,0,2200,270,100,0,0,
2119,2040,12,0,2200,270,100,0,0,
2118,2040,12,0,2200,270,100,0,0,
2119,2041,12,0,2200,270,100,0,0,
2119,2043,12,0,2200,270,100,0,0,
2120,2042,12,0,2200,270,100,0,0,
2120,2042,12,0,2200,270,100,0,0,
2119,2043,12,0,2200,270,100,0,0,
2119,2044,12,0,2200,270,100,0,0,
2121,2043,12,0,2200,270,100,0,0,
2121,2041,12,0,2200,270,100,0,0,
2120,2041,12,0,2200,270,100,0,0,
2121,2041,12,0,2200,270,100,0,0,
2121,2042,12,0,2200,270,100,0,0,
2122,2042,11,0,2200,270,100,0,0,
2122,2043,11,0,2200,270,100,0,0,
2123,2042,11,0,2200,270,100,0,0,
2123,2042,11,0,2200,270,100,0,0,
2123,2041,11,0,2200,270,100,0,0,
2123,2042,11,0,2200,270,100,0,0,
2124,2041,11,0,2200,270,100,0,0,
2123,2042,11,0,2200,270,100,0,0,
2122,2042,11,0,2200,270,100,0,0,
2121,2043,11,0,2200,270,100,0,0,
2121,2040,12,0,2200,270,100,0,0,
2122,2041,12,0,2200,270,100,0,0,
2122,2040,12,0,2200,270,100,0,0,
2123,2041,11,0,2200,270,100,0,0,
2123,2031,11,0,2200,270,100,0,0,
2123,2032,11,0,2200,270,100,0,0,
2123,2042,11,0,2200,270,100,0,0,
2123,2042,11,0,2200,270,100,0,0,
2123,2043,11,0,2200,270,100,0,0,
2124,2043,11,0,2200,270,100,0,0,
2124,2043,11,0,2200,270,100,0,0,
2124,2041,11,0,2200,270,100,0,0,
2123,2040,11,0,2200,270,100,0,0,
2124,2040,11,0,2200,270,100,0,0,
2124,2041,11,0,2200,270,100,0,0,
2125,2041,11,0,2200,270,100,0,0,
2125,2041,11,0,2200,270,100,0,0,
2125,2040,11,0,2200,270,100,0,0,
2125,2041,11,0,2200,270,100,0,0,
2126,2042,11,0,2200,270,100,0,0,
2125,2042,11,0,2200,270,100,0,0,
2125,2042,11,0,2200,270,100,0,0,
2125,2044,11,0,2200,270,100,0,0,
2126,2042,11,0,2200,270,100,0,0,
2126,2040,11,0,2200,270,100,0,0,
2126,2040,11,0,2200,270,100,0,0,
2127,2042,11,0,2200,270,100,0,0,
2125,2040,11,0,2200,270,100,0,0,
2125,2040,11,0,2200,270,100,0,0,
2125,2039,11,0,2200,270,100,0,0,
2126,2040,11,0,2200,270,100,0,0,
2126,2040,11,0,2200,270,100,0,0,
2126,2040,11,0,2200,270,100,0,0,
2126,2041,11,0,2200,270,100,0,0,
2128,2042,11,0,2200,270,100,0,0,
2128,2040,11,0,2200,270,100,0,0,
2128,2040,10,0,2200,270,100,0,0,
2127,2040,10,0,2200,270,100,0,0,
2126,2041,11,0,2200,270,100,0,0,
2127,2040,11,0,2200,270,100,0,0,
2128,2039,11,0,2200,270,100,0,0,
2129,2038,11,0,2200,270,100,0,0,
2129,2038,11,0,2200,270,100,0,0,
2129,2039,11,0,2200,270,100,0,0,
2128,2038,10,0,2200,270,100,0,0,
2127,2038,10,0,2200,270,100,0,0,
2127,2039,11,0,2200,270,100,0,0,
2128,2040,11,0,2200,270,100,0,0,
2130,2040,10,0,2200,270,100,0,0,
2130,2038,10,0,2200,270,100,0,0,
2130,2039,10,0,2200,270,100,0,0,
2129,2038,10,0,2200,270,100,0,0,
2129,2037,10,0,2200,270,100,0,0,
2130,2039,10,0,2200,270,100,0,0,
2129,2040,10,0,2200,270,100,0,0,
2129,2038,10,0,2200,270,100,0,0,
2130,2038,10,0,2200,270,100,0,0,
2132,2039,10,0,2200,270,100,0,0,
2131,2040,10,0,2200,270,100,0,0,
2130,2041,10,0,2200,270,100,0,0,
2129,2040,10,0,2200,270,100,0,0,
2130,2038,10,0,2200,270,100,0,0,
2131,2038,10,0,2200,270,100,0,0,
2131,2038,10,0,2200,270,100,0,0,
2132,2039,10,0,2200,270,100,0,0,
2132,2038,10,0,2200,270,100,0,0,
2131,2036,10,0,2200,270,100,0,0,
2131,2035,10,0,2200,270,100,0,0,
2132,2035,10,0,2200,270,100,0,0,
2132,2036,10,0,2200,270,100,0,0,
2132,2036,10,0,2200,270,100,0,0,
2131,2036,10,0,2200,270,100,0,0,
2130,2037,10,0,2200,270,100,0,0,
2130,2038,10,0,2200,270,100,0,0,
2131,2038,10,0,2200,270,100,0,0,
2133,2038,10,0,2200,270,100,0,0,
2133,2038,10,0,2200,270,100,0,0,
2133,2038,10,0,2200,270,100,0,0,
2134,2038,10,0,2200,270,100,0,0,
2132,2039,10,0,2200,270,100,0,0,
2132,2039,10,0,2200,270,100,0,0,
2132,2038,10,0,2200,270,100,0,0,
2134,2038,10,0,2200,270,100,0,0,
2134,2039,10,0,2200,270,100,0,0,
2133,2038,10,0,2200,270,100,0,0,
2133,2037,10,0,2200,270,100,0,0,
2133,2037,10,0,2200,270,100,0,0,
2134,2038,10,0,2200,270,100,0,0,
2134,2038,10,0,2200,270,100,0,0,
2133,2040,10,0,2200,270,100,0,0,
2134,2039,10,0,2200,270,100,0,0,
2135,2038,10,0,2200,270,100,0,0,
2134,2038,10,0,2200,270,100,0,0,
2134,2039,10,0,2200,270,100,0,0,
2133,2037,10,0,2200,270,100,0,0,
2134,2037,10,0,2200,270,100,0,0,
2134,2037,10,0,2200,270,100,0,0,
2134,2038,10,0,2200,270,100,0,0,
2135,2039,10,0,2200,270,100,0,0,
2135,2040,9,0,2200,270,100,0,0,
2137,2040,9,0,2200,270,100,0,0,
2135,2039,9,0,2200,270,100,0,0,
2135,2040,9,0,2200,270,100,0,0,
2135,2038,9,0,2200,270,100,0,0,
2135,2038,9,0,2200,270,100,0,0,
2135,2038,9,0,2200,270,100,0,0,
2135,2037,9,0,2200,270,100,0,0,
2135,2037,9,0,2200,270,100,0,0,
2136,2037,9,0,2200,270,100,0,0,
2136,2038,9,0,2200,270,100,0,0,
2135,2039,9,0,2200,270,100,0,0,
2135,2039,9,0,2200,270,100,0,0,
2136,2037,9,0,2200,270,100,0,0,
2136,2038,9,0,2200,270,100,0,0,
2135,2039,9,0,2200,270,100,0,0,
2137,2039,9,0,2200,270,100,0,0,
2137,2040,9,0,2200,270,100,0,0,
2136,2039,9,0,2200,270,100,0,0,
2136,2037,9,0,2200,270,100,0,0,
2136,2036,9,0,2200,270,100,0,0,
2136,2037,9,0,2200,270,100,0,0,
2137,2036,9,0,2200,270,100,0,0,
2137,2035,9,0,2200,270,100,0,0,
2136,2036,9,0,2200,270,100,0,0,
2136,2037,9,0,2200,270,100,0,0,
2135,2038,9,0,2200,270,100,0,0,
2137,2036,9,0,2200,270,100,0,0,
2139,2036,9,0,2200,270,100,0,0,
2138,2037,9,0,2200,270,100,0,0,
2137,2039,9,0,2200,270,100,0,0,
2138,2039,9,0,2200,270,100,0,0,
2140,2038,9,0,2200,270,100,0,0,
2139,2037,9,0,2200,270,100,0,0,
2138,2038,9,0,2200,270,100,0,0,
2138,2038,9,0,2200,270,100,0,0,
2137,2040,9,0,2200,270,100,0,0,
2137,2039,9,0,2200,270,100,0,0,
2136,2039,9,0,2200,270,100,0,0,
2136,2038,9,0,2200,270,100,0,0,
2137,2038,9,0,2200,270,100,0,0,
2138,2038,9,0,2200,270,100,0,0,
2138,2038,9,0,2200,270,100,0,0,
2138,2038,9,0,2200,270,100,0,0,
2137,2037,9,0,2200,270,100,0,0,
2138,2039,9,0,2200,270,100,0,0,
2139,2038,9,0,2200,270,100,0,0,
2136,2039,9,0,2200,270,100,0,0,
2135,2038,9,0,2200,270,100,0,0,
2139,2037,9,0,2200,270,100,0,0,
2138,2035,9,0,2200,270,100,0,0,
2138,2036,9,0,2200,270,100,0,0,
2138,2037,9,0,2200,270,100,0,0,
2138,2037,9,0,2200,270,100,0,0,
2138,2037,9,0,2200,270,100,0,0,
2138,2037,9,0,2200,270,100,0,0,
2138,2036,9,0,2200,270,100,0,0,
2137,2037,9,0,2200,270,100,0,0,
2138,2036,9,0,2200,270,100,0,0,
2139,2038,9,0,2200,270,100,0,0,
2139,2038,9,0,2200,270,100,0,0,
2140,2039,9,0,2200,270,100,0,0,
2140,2038,9,0,2200,270,100,0,0,
2139,2039,9,0,2200,270,100,0,0,
2139,2038,9,0,2200,270,100,0,0,
2139,2037,9,0,2200,270,100,0,0,
2139,2036,9,0,2200,270,100,0,0,
2139,2035,9,0,2200,270,100,0,0,
2139,2035,9,0,2200,270,100,0,0,
2141,2037,9,0,2200,270,100,0,0,
2141,2038,9,0,2200,270,100,0,0,
2140,2037,9,0,2200,270,100,0,0,
2140,2035,9,0,2200,270,100,0,0,
2140,2037,9,0,2200,270,100,0,0,
2140,2039,9,0,2200,270,100,0,0,
2140,2037,9,0,2200,270,100,0,0,
2141,2037,9,0,2200,270,100,0,0,
2141,2037,9,0,2200,270,100,0,0,
2141,2037,9,0,2200,270,100,0,0,
2140,2037,9,0,2200,270,100,0,0,
2141,2037,9,0,2200,270,100,0,0,
2141,2036,9,0,2200,270,100,0,0,
2140,2037,9,0,2200,270,100,0,0,
2139,2037,9,0,2200,270,100,0,0,
2140,2035,9,0,2200,270,100,0,0,
2141,2036,9,0,2200,270,100,0,0,
2141,2037,9,0,2200,270,100,0,0,
2142,2038,9,0,2200,270,100,0,0,
2142,2039,9,0,2200,270,100,0,0,
2142,2039,8,0,2200,270,100,0,0,
2141,2038,8,0,2200,270,100,0,0,
2140,2039,8,0,2200,270,100,0,0,
2141,2039,9,0,2200,270,100,0,0,
2140,2039,9,0,2200,270,100,0,0,
2139,2038,9,0,2200,270,100,0,0,
2138,2037,9,0,2200,270,100,0,0,
2139,2036,9,0,2200,270,100,0,0,
2140,2037,9,0,2200,270,100,0,0,
2140,2038,9,0,2200,270,100,0,0,
2140,2037,9,0,2200,270,100,0,0,
2140,2036,9,0,2200,270,100,0,0,
2140,2037,9,0,2200,270,100,0,0,
2140,2038,9,0,2200,270,100,0,0,
2141,2037,9,0,2200,270,100,0,0,
2144,2037,9,0,2200,270,100,0,0,
2143,2038,8,0,2200,270,100,0,0,
2142,2037,8,0,2200,270,100,0,0,
2142,2036,8,0,2200,270,100,0,0,
2142,2036,8,0,2200,270,100,0,0,
2143,2036,8,0,2200,270,100,0,0,
2150,2037,8,0,2200,270,100,0,0,
2151,2038,8,0,2200,270,100,0,0,
2151,2039,7,0,2200,270,100,0,0,
2141,2039,7,0,2200,270,100,0,0,
2142,2039,7,0,2200,270,100,0,0,
2141,2037,8,0,2200,270,100,0,0,
2141,2037,8,0,2200,270,100,0,0,
2141,2037,8,0,2200,270,100,0,0,
2143,2038,9,0,2200,270,100,0,0,
2143,2036,9,0,2200,270,100,0,0,
2143,2036,8,0,2200,270,100,0,0,
2143,2037,8,0,2200,270,100,0,0,
2143,2038,8,0,2200,270,100,0,0,
2142,2037,8,0,2200,270,100,0,0,
2142,2037,8,0,2200,270,100,0,0,
2142,2036,8,0,2200,270,100,0,0,
2141,2037,8,0,2200,270,100,0,0,
2142,2038,8,0,2200,270,100,0,0,
2142,2038,8,0,2200,270,100,0,0,
2143,2037,8,0,2200,270,100,0,0,
2143,2038,8,0,2200,270,100,0,0,
2143,2038,8,0,2200,270,100,0,0,
2143,2038,8,0,2200,270,100,0,0,
2143,2035,8,0,2200,270,100,0,0,
2143,2037,8,0,2200,270,100,0,0,
2142,2038,8,0,2200,270,100,0,0,
2143,2038,8,0,2200,270,100,0,0,
2144,2037,8,0,2200,270,100,0,0,
2145,2036,8,0,2200,270,100,0,0,
2145,2036,8,0,2200,270,100,0,0,
2145,2033,8,0,2200,270,100,0,0,
2145,2035,8,0,2200,270,100,0,0,
2144,2039,8,0,2200,270,100,0,0,
2143,2039,8,0,2200,270,100,0,0,
2143,2038,8,0,2200,270,100,0,0,
2144,2037,8,0,2200,270,100,0,0,
2144,2036,8,0,2200,270,100,0,0,
2144,2038,8,0,2200,270,100,0,0,
2143,2038,8,0,2200,270,100,0,0,
2143,2038,8,0,2200,270,100,0,0,
2143,2038,8,0,2200,270,100,0,0,
2143,2038,8,0,2200,270,100,0,0,
2144,2037,8,0,2200,270,100,0,0,
2143,2038,8,0,2200,270,100,0,0,
2144,2038,8,0,2200,270,100,0,0,
2144,2037,8,0,2200,270,100,0,0,
2144,2038,8,0,2200,270,100,0,0,
2145,2037,8,0,2200,270,100,0,0,
2144,2038,8,0,2200,270,100,0,0,
2143,2040,8,0,2200,270,100,0,0,
2145,2039,8,0,2200,270,100,0,0,
2145,2037,8,0,2200,270,100,0,0,
2145,2036,8,0,2200,270,100,0,0,
2145,2035,8,0,2200,270,100,0,0,
2144,2038,8,0,2200,270,100,0,0,
2145,2039,8,0,2200,270,100,0,0,
2145,2038,8,0,2200,270,100,0,0,
2143,2038,8,0,2200,270,100,0,0,
2143,2038,8,0,2200,270,100,0,0,
2144,2039,8,0,2200,270,100,0,0,
2145,2037,8,0,2200,270,100,0,0,
2145,2037,8,0,2200,270,100,0,0,
2145,2038,8,0,2200,270,100,0,0,
2144,2038,8,0,2200,270,100,0,0,
2144,2038,8,0,2200,270,100,0,0,
2145,2038,8,0,2200,270,100,0,0,
2144,2037,8,0,2200,270,100,0,0,
2144,2037,8,0,2200,270,100,0,0,
2145,2036,8,0,2200,270,100,0,0,
2146,2037,8,0,2200,270,100,0,0,
2146,2038,8,0,2200,270,100,0,0,
2145,2037,8,0,2200,270,100,0,0,
2146,2037,8,0,2200,270,100,0,0,
2146,2038,8,0,2200,270,100,0,0,
2145,2038,8,0,2200,270,100,0,0,
2146,2038,8,0,2200,270,100,0,0,
2147,2039,8,0,2200,270,100,0,0,
2146,2041,8,0,2200,270,100,0,0,
2145,2041,8,0,2200,270,100,0,0,
2145,2040,8,0,2200,270,100,0,0,
2145,2038,8,0,2200,270,100,0,0,
2145,2039,8,0,2200,270,100,0,0,
2146,2039,8,0,2200,270,100,0,0,
2145,2039,8,0,2200,270,100,0,0,
2146,2039,8,0,2200,270,100,0,0,
2146,2039,8,0,2200,270,100,0,0,
2147,2038,8,0,2200,270,100,0,0,
2147,2039,8,0,2200,270,100,0,0,
2146,2038,8,0,2200,270,100,0,0,
2146,2039,8,0,2200,270,100,0,0,
2146,2040,8,0,2200,270,100,0,0,
2146,2039,8,0,2200,270,100,0,0,
2145,2041,8,0,2200,270,100,0,0,
2146,2040,8,0,2200,270,100,0,0,
2146,2039,8,0,2200,270,100,0,0,
2146,2039,8,0,2200,270,100,0,0,
2144,2039,8,0,2200,270,100,0,0,
2144,2040,8,0,2200,270,100,0,0,
2146,2063,8,0,2200,270,100,0,0,
2147,2071,8,0,2200,270,100,0,0,
2147,2071,8,0,2200,270,100,0,0,
2147,2040,8,0,2200,270,100,0,0,
2147,2039,8,0,2200,270,100,0,0,
2147,2039,8,0,2200,270,100,0,0,
2147,2039,8,0,2200,270,100,0,0,
2147,2039,8,0,2200,270,100,0,0,
2146,2040,8,0,2200,270,100,0,0,
2146,2039,8,0,2200,270,100,0,0,
2146,2039,8,0,2200,270,100,0,0,
2147,2040,8,0,2200,270,100,0,0,
2147,2041,8,0,2200,270,100,0,0,
2147,2040,8,0,2200,270,100,0,0,
2146,2039,8,0,2200,270,100,0,0,
2145,2038,8,0,2200,270,100,0,0,
2146,2039,8,0,2200,270,100,0,0,
2147,2039,8,0,2200,270,100,0,0,
2147,2040,8,0,2200,270,100,0,0,
2148,2039,7,0,2200,270,100,0,0,
2147,2039,7,0,2200,270,100,0,0,
2147,2039,7,0,2200,270,100,0,0,
2148,2039,8,0,2200,270,100,0,0,
2147,2038,8,0,2200,270,100,0,0,
2146,2038,8,0,2200,270,100,0,0,
2146,2038,8,0,2200,270,100,0,0,
2147,2038,8,0,2200,270,100,0,0,
2148,2038,8,0,2200,270,100,0,0,
2147,2040,8,0,2200,270,100,0,0,
2148,2041,7,0,2200,270,100,0,0,
2148,2042,7,0,2200,270,100,0,0,
2149,2039,7,0,2200,270,100,0,0,
2148,2040,7,0,2200,270,100,0,0,
2148,2039,7,0,2200,270,100,0,0,
2148,2040,7,0,2200,270,100,0,0,
2145,2038,7,0,2200,270,100,0,0,
