RegPeltierTempColdsideAdc,RegPeltierTempHotsideAdc,RegPeltierPWMDutyCycle,RegPeltierReverseMode,RegPeltierPidSetpointAdc,RegPeltierPidDt,RegPeltierPidKp,RegPeltierPidKi,RegPeltierPidISum,RegPeltierPidISumMax,RegPeltierPidMv,
1992,1972,56,0,2200,270,1000,100,5616,40000,213616,
1993,1971,56,0,2200,270,1000,100,5616,40000,213616,
1993,1971,56,0,2200,270,1000,100,11232,40000,219232,
1992,1971,56,0,2200,270,1000,100,11232,40000,219232,
1992,1973,56,0,2200,270,1000,100,11232,40000,219232,
1992,1971,56,0,2200,270,1000,100,16848,40000,224848,
1993,1970,56,0,2200,270,1000,100,16848,40000,224848,
1993,1970,56,0,2200,270,1000,100,22437,40000,229437,
1995,1971,56,0,2200,270,1000,100,22437,40000,229437,
1995,1972,56,0,2200,270,1000,100,22437,40000,229437,
1996,1971,56,0,2200,270,1000,100,27945,40000,231945,
1997,1969,56,0,2200,270,1000,100,27945,40000,231945,
1999,1969,56,0,2200,270,1000,100,33372,40000,234372,
2001,1970,56,0,2200,270,1000,100,33372,40000,234372,
2001,1972,56,0,2200,270,1000,100,33372,40000,234372,
2002,1971,56,0,2200,270,1000,100,38745,40000,237745,
2004,1971,56,0,2200,270,1000,100,38745,40000,237745,
2005,1971,56,0,2200,270,1000,100,40000,40000,235000,
2006,1973,56,0,2200,270,1000,100,40000,40000,235000,
2006,1973,56,0,2200,270,1000,100,40000,40000,235000,
2007,1973,56,0,2200,270,1000,100,40000,40000,234000,
2010,1973,56,0,2200,270,1000,100,40000,40000,234000,
2011,1973,56,0,2200,270,1000,100,40000,40000,234000,
2013,1974,56,0,2200,270,1000,100,40000,40000,229000,
2015,1973,56,0,2200,270,1000,100,40000,40000,229000,
2015,1971,56,0,2200,270,1000,100,40000,40000,224000,
2017,1971,56,0,2200,270,1000,100,40000,40000,224000,
2019,1970,56,0,2200,270,1000,100,40000,40000,224000,
2020,1969,56,0,2200,270,1000,100,40000,40000,221000,
2020,1968,56,0,2200,270,1000,100,40000,40000,221000,
2021,1970,56,0,2200,270,1000,100,40000,40000,219000,
2022,1971,56,0,2200,270,1000,100,40000,40000,219000,
2025,1969,56,0,2200,270,1000,100,40000,40000,219000,
2026,1969,56,0,2200,270,1000,100,40000,40000,215000,
2026,1969,56,0,2200,270,1000,100,40000,40000,215000,
2027,1969,56,0,2200,270,1000,100,40000,40000,213000,
2029,1970,56,0,2200,270,1000,100,40000,40000,213000,
2030,1970,56,0,2200,270,1000,100,40000,40000,213000,
2031,1969,56,0,2200,270,1000,100,40000,40000,210000,
2032,1969,56,0,2200,270,1000,100,40000,40000,210000,
2033,1969,56,0,2200,270,1000,100,40000,40000,207000,
2034,1968,56,0,2200,270,1000,100,40000,40000,207000,
2034,1967,56,0,2200,270,1000,100,40000,40000,207000,
2036,1968,56,0,2200,270,1000,100,40000,40000,205000,
2039,1967,56,0,2200,270,1000,100,40000,40000,205000,
2040,1966,56,0,2200,270,1000,100,40000,40000,200000,
2042,1964,56,0,2200,270,1000,100,40000,40000,200000,
2042,1963,56,0,2200,270,1000,100,40000,40000,200000,
2042,1963,56,0,2200,270,1000,100,40000,40000,198000,
2043,1962,56,0,2200,270,1000,100,40000,40000,198000,
2045,1962,56,0,2200,270,1000,100,40000,40000,198000,
2046,1963,56,0,2200,270,1000,100,40000,40000,195000,
2048,1964,56,0,2200,270,1000,100,40000,40000,195000,
2048,1962,56,0,2200,270,1000,100,40000,40000,191000,
2050,1963,56,0,2200,270,1000,100,40000,40000,191000,
2050,1961,56,0,2200,270,1000,100,40000,40000,191000,
2053,1962,56,0,2200,270,1000,100,40000,40000,189000,
2054,1961,56,0,2200,270,1000,100,40000,40000,189000,
2054,1960,56,0,2200,270,1000,100,40000,40000,186000,
2055,1959,56,0,2200,270,1000,100,40000,40000,186000,
2056,1959,56,0,2200,270,1000,100,40000,40000,186000,
2058,1959,56,0,2200,270,1000,100,40000,40000,184000,
2058,1958,56,0,2200,270,1000,100,40000,40000,184000,
2059,1957,56,0,2200,270,1000,100,40000,40000,181000,
2061,1957,56,0,2200,270,1000,100,40000,40000,181000,
2063,1957,56,0,2200,270,1000,100,40000,40000,181000,
2063,1958,56,0,2200,270,1000,100,40000,40000,177000,
2064,1956,56,0,2200,270,1000,100,40000,40000,177000,
2064,1956,56,0,2200,270,1000,100,40000,40000,176000,
2065,1956,56,0,2200,270,1000,100,40000,40000,176000,
2066,1957,56,0,2200,270,1000,100,40000,40000,176000,
2066,1958,56,0,2200,270,1000,100,40000,40000,174000,
2067,1957,56,0,2200,270,1000,100,40000,40000,174000,
2068,1955,56,0,2200,270,1000,100,40000,40000,174000,
2070,1954,56,0,2200,270,1000,100,40000,40000,172000,
2069,1954,56,0,2200,270,1000,100,40000,40000,172000,
2070,1953,56,0,2200,270,1000,100,40000,40000,170000,
2070,1953,56,0,2200,270,1000,100,40000,40000,170000,
2071,1953,56,0,2200,270,1000,100,40000,40000,170000,
2073,1951,56,0,2200,270,1000,100,40000,40000,168000,
2075,1950,56,0,2200,270,1000,100,40000,40000,168000,
2077,1950,56,0,2200,270,1000,100,40000,40000,164000,
2077,1950,56,0,2200,270,1000,100,40000,40000,164000,
2077,1950,56,0,2200,270,1000,100,40000,40000,164000,
2078,1949,56,0,2200,270,1000,100,40000,40000,163000,
2080,1950,56,0,2200,270,1000,100,40000,40000,163000,
2080,1951,56,0,2200,270,1000,100,40000,40000,160000,
2081,1950,56,0,2200,270,1000,100,40000,40000,160000,
2082,1948,56,0,2200,270,1000,100,40000,40000,160000,
2082,1945,56,0,2200,270,1000,100,40000,40000,158000,
2084,1946,56,0,2200,270,1000,100,40000,40000,158000,
2085,1946,56,0,2200,270,1000,100,40000,40000,156000,
2085,1946,56,0,2200,270,1000,100,40000,40000,156000,
2085,1947,56,0,2200,270,1000,100,40000,40000,156000,
2086,1947,56,0,2200,270,1000,100,40000,40000,154000,
2088,1945,56,0,2200,270,1000,100,40000,40000,154000,
2088,1944,56,0,2200,270,1000,100,40000,40000,152000,
2089,1943,56,0,2200,270,1000,100,40000,40000,152000,
2090,1942,56,0,2200,270,1000,100,40000,40000,152000,
2091,1941,56,0,2200,270,1000,100,40000,40000,150000,
2092,1941,56,0,2200,270,1000,100,40000,40000,150000,
2093,1941,56,0,2200,270,1000,100,40000,40000,150000,
2095,1943,56,0,2200,270,1000,100,40000,40000,147000,
2095,1943,56,0,2200,270,1000,100,40000,40000,147000,
2095,1943,56,0,2200,270,1000,100,40000,40000,145000,
2104,1942,56,0,2200,270,1000,100,40000,40000,145000,
2105,1939,56,0,2200,270,1000,100,40000,40000,145000,
2105,1938,56,0,2200,270,1000,100,40000,40000,135000,
2097,1938,56,0,2200,270,1000,100,40000,40000,135000,
2098,1940,56,0,2200,270,1000,100,40000,40000,143000,
2100,1939,56,0,2200,270,1000,100,40000,40000,143000,
2102,1940,56,0,2200,270,1000,100,40000,40000,143000,
2102,1939,56,0,2200,270,1000,100,40000,40000,138000,
2102,1920,56,0,2200,270,1000,100,40000,40000,138000,
2102,1919,56,0,2200,270,1000,100,40000,40000,138000,
2103,1937,56,0,2200,270,1000,100,40000,40000,138000,
2104,1936,56,0,2200,270,1000,100,40000,40000,138000,
2105,1937,56,0,2200,270,1000,100,40000,40000,135000,
2105,1936,56,0,2200,270,1000,100,40000,40000,135000,
2104,1937,56,0,2200,270,1000,100,40000,40000,136000,
2105,1936,56,0,2200,270,1000,100,40000,40000,136000,
2107,1935,56,0,2200,270,1000,100,40000,40000,136000,
2109,1935,56,0,2200,270,1000,100,40000,40000,132000,
2110,1934,56,0,2200,270,1000,100,40000,40000,132000,
2111,1933,56,0,2200,270,1000,100,40000,40000,129000,
2112,1933,56,0,2200,270,1000,100,40000,40000,129000,
2112,1934,56,0,2200,270,1000,100,40000,40000,129000,
2112,1934,56,0,2200,270,1000,100,40000,40000,127000,
2114,1935,56,0,2200,270,1000,100,40000,40000,127000,
2116,1932,56,0,2200,270,1000,100,40000,40000,125000,
2117,1932,56,0,2200,270,1000,100,40000,40000,125000,
2117,1932,56,0,2200,270,1000,100,40000,40000,125000,
2117,1933,56,0,2200,270,1000,100,40000,40000,123000,
2118,1933,56,0,2200,270,1000,100,40000,40000,123000,
2119,1930,56,0,2200,270,1000,100,40000,40000,123000,
2120,1930,56,0,2200,270,1000,100,40000,40000,121000,
2120,1930,56,0,2200,270,1000,100,40000,40000,121000,
2120,1931,56,0,2200,270,1000,100,40000,40000,121000,
2121,1928,56,0,2200,270,1000,100,40000,40000,121000,
2122,1928,56,0,2200,270,1000,100,40000,40000,121000,
2124,1928,56,0,2200,270,1000,100,40000,40000,118000,
2124,1928,56,0,2200,270,1000,100,40000,40000,118000,
2124,1887,56,0,2200,270,1000,100,40000,40000,116000,
2125,1886,56,0,2200,270,1000,100,40000,40000,116000,
2126,1886,56,0,2200,270,1000,100,40000,40000,116000,
2125,1927,56,0,2200,270,1000,100,40000,40000,114000,
2127,1928,56,0,2200,270,1000,100,40000,40000,114000,
2129,1928,56,0,2200,270,1000,100,40000,40000,113000,
2130,1928,56,0,2200,270,1000,100,40000,40000,113000,
2130,1927,56,0,2200,270,1000,100,40000,40000,113000,
2130,1926,56,0,2200,270,1000,100,40000,40000,110000,
2130,1925,56,0,2200,270,1000,100,40000,40000,110000,
2133,1926,56,0,2200,270,1000,100,40000,40000,107000,
2133,1925,56,0,2200,270,1000,100,40000,40000,107000,
2133,1924,56,0,2200,270,1000,100,40000,40000,107000,
2134,1926,56,0,2200,270,1000,100,40000,40000,107000,
2134,1926,56,0,2200,270,1000,100,40000,40000,107000,
2134,1926,56,0,2200,270,1000,100,40000,40000,107000,
2135,1923,56,0,2200,270,1000,100,40000,40000,106000,
2136,1923,56,0,2200,270,1000,100,40000,40000,106000,
2137,1921,56,0,2200,270,1000,100,40000,40000,103000,
2138,1922,56,0,2200,270,1000,100,40000,40000,103000,
2138,1922,56,0,2200,270,1000,100,40000,40000,103000,
2139,1923,56,0,2200,270,1000,100,40000,40000,102000,
2140,1924,56,0,2200,270,1000,100,40000,40000,102000,
2141,1923,56,0,2200,270,1000,100,40000,40000,100000,
2141,1921,56,0,2200,270,1000,100,40000,40000,100000,
2142,1920,56,0,2200,270,1000,100,40000,40000,100000,
2143,1919,56,0,2200,270,1000,100,40000,40000,98000,
2143,1921,56,0,2200,270,1000,100,40000,40000,98000,
2145,1922,56,0,2200,270,1000,100,40000,40000,96000,
2145,1920,56,0,2200,270,1000,100,40000,40000,96000,
2145,1920,56,0,2200,270,1000,100,40000,40000,96000,
2145,1918,56,0,2200,270,1000,100,40000,40000,95000,
2144,1917,56,0,2200,270,1000,100,40000,40000,95000,
2145,1917,56,0,2200,270,1000,100,40000,40000,96000,
2146,1915,56,0,2200,270,1000,100,40000,40000,96000,
2148,1915,56,0,2200,270,1000,100,40000,40000,96000,
2148,1917,56,0,2200,270,1000,100,40000,40000,92000,
2149,1917,56,0,2200,270,1000,100,40000,40000,92000,
2150,1916,56,0,2200,270,1000,100,40000,40000,91000,
2150,1914,56,0,2200,270,1000,100,40000,40000,91000,
2150,1916,56,0,2200,270,1000,100,40000,40000,91000,
2150,1915,56,0,2200,270,1000,100,40000,40000,89000,
2152,1915,56,0,2200,270,1000,100,40000,40000,89000,
2152,1915,56,0,2200,270,1000,100,40000,40000,89000,
2154,1914,56,0,2200,270,1000,100,40000,40000,88000,
2156,1912,56,0,2200,270,1000,100,40000,40000,88000,
2155,1912,56,0,2200,270,1000,100,40000,40000,84000,
2156,1913,56,0,2200,270,1000,100,40000,40000,84000,
2157,1915,56,0,2200,270,1000,100,40000,40000,84000,
2158,1914,56,0,2200,270,1000,100,40000,40000,83000,
2158,1914,56,0,2200,270,1000,100,40000,40000,83000,
2158,1914,56,0,2200,270,1000,100,40000,40000,82000,
2158,1914,56,0,2200,270,1000,100,40000,40000,82000,
2160,1912,56,0,2200,270,1000,100,40000,40000,82000,
2161,1912,56,0,2200,270,1000,100,40000,40000,80000,
2162,1911,56,0,2200,270,1000,100,40000,40000,80000,
2162,1910,56,0,2200,270,1000,100,40000,40000,78000,
2163,1909,56,0,2200,270,1000,100,40000,40000,78000,
2164,1911,56,0,2200,270,1000,100,40000,40000,78000,
2151,1911,56,0,2200,270,1000,100,40000,40000,89000,
2152,1911,56,0,2200,270,1000,100,40000,40000,89000,
2165,1910,56,0,2200,270,1000,100,40000,40000,75000,
2166,1909,56,0,2200,270,1000,100,40000,40000,75000,
2167,1908,56,0,2200,270,1000,100,40000,40000,75000,
2168,1909,56,0,2200,270,1000,100,40000,40000,73000,
2168,1910,56,0,2200,270,1000,100,40000,40000,73000,
2168,1909,56,0,2200,270,1000,100,40000,40000,72000,
2168,1906,56,0,2200,270,1000,100,40000,40000,72000,
2169,1905,56,0,2200,270,1000,100,40000,40000,72000,
2170,1906,56,0,2200,270,1000,100,40000,40000,71000,
2171,1907,56,0,2200,270,1000,100,40000,40000,71000,
2171,1908,56,0,2200,270,1000,100,40000,40000,69000,
2172,1909,56,0,2200,270,1000,100,40000,40000,69000,
2173,1908,56,0,2200,270,1000,100,40000,40000,69000,
2174,1908,56,0,2200,270,1000,100,40000,40000,67000,
2174,1909,56,0,2200,270,1000,100,40000,40000,67000,
2174,1909,56,0,2200,270,1000,100,40000,40000,67000,
2174,1908,56,0,2200,270,1000,100,40000,40000,66000,
2176,1908,56,0,2200,270,1000,100,40000,40000,66000,
2177,1906,56,0,2200,270,1000,100,40000,40000,64000,
2176,1905,56,0,2200,270,1000,100,40000,40000,64000,
2176,1905,56,0,2200,270,1000,100,40000,40000,64000,
2176,1904,56,0,2200,270,1000,100,40000,40000,64000,
2178,1905,56,0,2200,270,1000,100,40000,40000,64000,
2179,1904,56,0,2200,270,1000,100,40000,40000,61000,
2179,1904,56,0,2200,270,1000,100,40000,40000,61000,
2180,1903,56,0,2200,270,1000,100,40000,40000,61000,
2180,1904,56,0,2200,270,1000,100,40000,40000,60000,
2181,1903,56,0,2200,270,1000,100,40000,40000,60000,
2182,1904,56,0,2200,270,1000,100,40000,40000,59000,
2182,1904,56,0,2200,270,1000,100,40000,40000,59000,
2183,1904,56,0,2200,270,1000,100,40000,40000,59000,
2184,1903,56,0,2200,270,1000,100,40000,40000,57000,
2184,1902,56,0,2200,270,1000,100,40000,40000,57000,
