RegPeltierTempColdsideAdc,RegPeltierTempHotsideAdc,RegPeltierPWMDutyCycle,RegPeltierReverseMode,RegPeltierPidSetpointAdc,RegPeltierPidDt,RegPeltierPidKp,RegPeltierPidKi,RegPeltierPidISum,RegPeltierPidISumMax,RegPeltierPidMv,
1995,1952,56,0,2200,270,1000,10,553,35000,205553,
1995,1952,56,0,2200,270,1000,10,553,35000,205553,
1993,1954,56,0,2200,270,1000,10,553,35000,205553,
1993,1955,56,0,2200,270,1000,10,1111,35000,208111,
1993,1954,56,0,2200,270,1000,10,1111,35000,208111,
1995,1952,56,0,2200,270,1000,10,1664,35000,206664,
1995,1951,56,0,2200,270,1000,10,1664,35000,206664,
1996,1952,56,0,2200,270,1000,10,1664,35000,206664,
1997,1952,56,0,2200,270,1000,10,2214,35000,206214,
1998,1953,56,0,2200,270,1000,10,2214,35000,206214,
1996,1978,56,0,2200,270,1000,10,2764,35000,206764,
1997,1979,56,0,2200,270,1000,10,2764,35000,206764,
2000,2014,56,0,2200,270,1000,10,2764,35000,206764,
2002,1956,56,0,2200,270,1000,10,3304,35000,203304,
2003,1956,56,0,2200,270,1000,10,3304,35000,203304,
2004,1955,56,0,2200,270,1000,10,3304,35000,199833,
2005,1953,56,0,2200,270,1000,10,3833,35000,199833,
2008,1974,56,0,2200,270,1000,10,3833,35000,199833,
2009,1975,56,0,2200,270,1000,10,4348,35000,195348,
2010,1975,56,0,2200,270,1000,10,4348,35000,195348,
2012,1953,56,0,2200,270,1000,10,4348,35000,195348,
2013,1952,56,0,2200,270,1000,10,4855,35000,192855,
2015,1953,56,0,2200,270,1000,10,4855,35000,192855,
2016,1955,56,0,2200,270,1000,10,5351,35000,189351,
2018,1956,56,0,2200,270,1000,10,5351,35000,189351,
2019,1956,56,0,2200,270,1000,10,5351,35000,189351,
2021,1955,56,0,2200,270,1000,10,5839,35000,186839,
2022,1953,56,0,2200,270,1000,10,5839,35000,186839,
2023,1954,56,0,2200,270,1000,10,6316,35000,183316,
2025,1954,56,0,2200,270,1000,10,6316,35000,183316,
2026,1952,56,0,2200,270,1000,10,6316,35000,183316,
2028,1951,56,0,2200,270,1000,10,6783,35000,179783,
2029,2179,56,0,2200,270,1000,10,6783,35000,179783,
2031,2180,56,0,2200,270,1000,10,6783,35000,179783,
2031,2181,56,0,2200,270,1000,10,7239,35000,176239,
2032,1951,56,0,2200,270,1000,10,7239,35000,176239,
2034,1949,56,0,2200,270,1000,10,7689,35000,174689,
2035,1950,56,0,2200,270,1000,10,7689,35000,174689,
2037,1953,56,0,2200,270,1000,10,7689,35000,174689,
2038,1953,56,0,2200,270,1000,10,8129,35000,171129,
2040,1952,56,0,2200,270,1000,10,8129,35000,171129,
2042,1951,56,0,2200,270,1000,10,8558,35000,167558,
2042,1952,56,0,2200,270,1000,10,8558,35000,167558,
2042,1954,56,0,2200,270,1000,10,8558,35000,167558,
2044,1953,56,0,2200,270,1000,10,8981,35000,165981,
2047,1949,56,0,2200,270,1000,10,8981,35000,165981,
2046,1948,56,0,2200,270,1000,10,9394,35000,162394,
2047,1948,56,0,2200,270,1000,10,9394,35000,162394,
2049,1949,56,0,2200,270,1000,10,9394,35000,162394,
2051,1950,56,0,2200,270,1000,10,9799,35000,159799,
2052,1949,56,0,2200,270,1000,10,9799,35000,159799,
2052,1946,56,0,2200,270,1000,10,10198,35000,158198,
2053,1948,56,0,2200,270,1000,10,10198,35000,158198,
2054,1948,56,0,2200,270,1000,10,10198,35000,158198,
2056,1946,56,0,2200,270,1000,10,10592,35000,156592,
2057,1945,56,0,2200,270,1000,10,10592,35000,156592,
2059,1944,56,0,2200,270,1000,10,10592,35000,156592,
2059,1944,56,0,2200,270,1000,10,10972,35000,151972,
2060,1945,56,0,2200,270,1000,10,10972,35000,151972,
2061,1944,56,0,2200,270,1000,10,11350,35000,151350,
2062,1943,56,0,2200,270,1000,10,11350,35000,151350,
2063,1952,56,0,2200,270,1000,10,11350,35000,151350,
2065,1953,56,0,2200,270,1000,10,11719,35000,148719,
2065,1952,56,0,2200,270,1000,10,11719,35000,148719,
2054,1942,56,0,2200,270,1000,10,12113,35000,158113,
2055,1940,56,0,2200,270,1000,10,12113,35000,158113,
2056,1941,56,0,2200,270,1000,10,12113,35000,158113,
2069,1942,56,0,2200,270,1000,10,12469,35000,144469,
2070,1941,56,0,2200,270,1000,10,12469,35000,144469,
2071,1942,56,0,2200,270,1000,10,12817,35000,141817,
2072,1941,56,0,2200,270,1000,10,12817,35000,141817,
2071,1940,56,0,2200,270,1000,10,12817,35000,141817,
2071,1940,56,0,2200,270,1000,10,13165,35000,142165,
2072,1941,56,0,2200,270,1000,10,13165,35000,142165,
2073,1939,56,0,2200,270,1000,10,13507,35000,140507,
2076,1938,56,0,2200,270,1000,10,13507,35000,140507,
2077,1936,56,0,2200,270,1000,10,13507,35000,140507,
2078,1936,56,0,2200,270,1000,10,13836,35000,135836,
2079,1936,56,0,2200,270,1000,10,13836,35000,135836,
