RegPeltierTempColdsideAdc,RegPeltierTempHotsideAdc,RegPeltierPWMDutyCycle,RegPeltierReverseMode,RegPeltierPidSetpointAdc,RegPeltierPidDt,RegPeltierPidKp,RegPeltierPidKi,RegPeltierPidISum,RegPeltierPidISumMax,RegPeltierPidMv,
1988,1940,56,0,2200,270,1000,1000,25000,25000,239000,
1989,1941,56,0,2200,270,1000,1000,25000,25000,239000,
1989,1941,56,0,2200,270,1000,1000,25000,25000,236000,
1990,1941,56,0,2200,270,1000,1000,25000,25000,236000,
1991,1943,56,0,2200,270,1000,1000,25000,25000,236000,
1992,1944,56,0,2200,270,1000,1000,25000,25000,233000,
1996,1943,56,0,2200,270,1000,1000,25000,25000,233000,
1997,1943,56,0,2200,270,1000,1000,25000,25000,233000,
1997,1942,56,0,2200,270,1000,1000,25000,25000,228000,
2000,1941,56,0,2200,270,1000,1000,25000,25000,228000,
2000,1940,56,0,2200,270,1000,1000,25000,25000,225000,
2002,1940,56,0,2200,270,1000,1000,25000,25000,225000,
2002,1942,56,0,2200,270,1000,1000,25000,25000,225000,
2004,1942,56,0,2200,270,1000,1000,25000,25000,223000,
2006,1942,56,0,2200,270,1000,1000,25000,25000,223000,
2007,1942,56,0,2200,270,1000,1000,25000,25000,218000,
2009,1942,56,0,2200,270,1000,1000,25000,25000,218000,
2008,1943,56,0,2200,270,1000,1000,25000,25000,218000,
2010,1942,56,0,2200,270,1000,1000,25000,25000,216000,
2011,1940,56,0,2200,270,1000,1000,25000,25000,216000,
2012,1939,56,0,2200,270,1000,1000,25000,25000,213000,
2013,1939,56,0,2200,270,1000,1000,25000,25000,213000,
2016,1942,56,0,2200,270,1000,1000,25000,25000,213000,
2018,1941,56,0,2200,270,1000,1000,25000,25000,209000,
2019,1922,56,0,2200,270,1000,1000,25000,25000,209000,
2020,1922,56,0,2200,270,1000,1000,25000,25000,205000,
2020,1921,56,0,2200,270,1000,1000,25000,25000,205000,
2022,1939,56,0,2200,270,1000,1000,25000,25000,205000,
2022,1939,56,0,2200,270,1000,1000,25000,25000,204000,
2023,1937,56,0,2200,270,1000,1000,25000,25000,204000,
