RegPeltierTempColdsideAdc,RegPeltierTempHotsideAdc,RegPeltierPWMDutyCycle,RegPeltierReverseMode,RegPeltierPidSetpointAdc,RegPeltierPidDt,RegPeltierPidKp,RegPeltierPidKi,RegPeltierPidISum,RegPeltierPidISumMax,RegPeltierPidMv,
1991,1980,98,1,2200,270,1000,10,-8788,20000,64747,
1992,1981,56,0,2200,270,1000,10,561,20000,208561,
1992,1981,56,0,2200,270,1000,10,561,20000,208561,
1992,1981,56,0,2200,270,1000,10,561,20000,208561,
1991,1982,56,0,2200,270,1000,10,1122,20000,209122,
1982,1967,56,0,2200,270,1000,10,1122,20000,209122,
1987,2002,56,0,2200,270,1000,10,1697,20000,214697,
1997,2004,56,0,2200,270,1000,10,1697,20000,214697,
1991,1982,56,0,2200,270,1000,10,1697,20000,214697,
1991,1984,56,0,2200,270,1000,10,2261,20000,211261,
1997,2000,56,0,2200,270,1000,10,2261,20000,211261,
1998,2018,56,0,2200,270,1000,10,2261,20000,211261,
1996,2014,56,0,2200,270,1000,10,2806,20000,204806,
1996,1982,56,0,2200,270,1000,10,2806,20000,204806,
1997,1982,56,0,2200,270,1000,10,3356,20000,207356,
2007,1989,56,0,2200,270,1000,10,3356,20000,207356,
2009,1991,56,0,2200,270,1000,10,3356,20000,207356,
2019,1992,56,0,2200,270,1000,10,3871,20000,194871,
2002,1982,56,0,2200,270,1000,10,3871,20000,194871,
2005,1982,56,0,2200,270,1000,10,4402,20000,201402,
2014,1994,56,0,2200,270,1000,10,4402,20000,201402,
2015,1994,56,0,2200,270,1000,10,4901,20000,189901,
2006,1988,56,0,2200,270,1000,10,4901,20000,189901,
2007,1981,56,0,2200,270,1000,10,4901,20000,189901,
2008,1976,56,0,2200,270,1000,10,5419,20000,197419,
2008,1964,56,0,2200,270,1000,10,5419,20000,197419,
2009,1963,56,0,2200,270,1000,10,5419,20000,197419,
2012,1964,56,0,2200,270,1000,10,5934,20000,196934,
2014,1980,56,0,2200,270,1000,10,5934,20000,196934,
2011,1968,56,0,2200,270,1000,10,6436,20000,192436,
2034,1974,56,0,2200,270,1000,10,6436,20000,192436,
2036,1974,56,0,2200,270,1000,10,6436,20000,192436,
2018,1987,56,0,2200,270,1000,10,6878,20000,170878,
2020,1980,56,0,2200,270,1000,10,6878,20000,170878,
2032,1980,56,0,2200,270,1000,10,7364,20000,187364,
2033,1975,56,0,2200,270,1000,10,7364,20000,187364,
2034,1974,56,0,2200,270,1000,10,7364,20000,187364,
2025,1959,56,0,2200,270,1000,10,7809,20000,172809,
2025,1980,56,0,2200,270,1000,10,7809,20000,172809,
2043,1980,56,0,2200,270,1000,10,8289,20000,186289,
2055,1985,56,0,2200,270,1000,10,8289,20000,186289,
2056,1985,56,0,2200,270,1000,10,8289,20000,186289,
2028,1984,56,0,2200,270,1000,10,8669,20000,149669,
2029,1979,56,0,2200,270,1000,10,8669,20000,149669,
2029,1974,56,0,2200,270,1000,10,8669,20000,149669,
2031,1989,56,0,2200,270,1000,10,9130,20000,180130,
2033,1989,56,0,2200,270,1000,10,9130,20000,180130,
2034,1977,56,0,2200,270,1000,10,9580,20000,176580,
2036,1976,56,0,2200,270,1000,10,9580,20000,176580,
2036,1994,56,0,2200,270,1000,10,9580,20000,176580,
2037,1993,56,0,2200,270,1000,10,10022,20000,174022,
2038,1994,56,0,2200,270,1000,10,10022,20000,174022,
2040,1975,56,0,2200,270,1000,10,10456,20000,171456,
2041,1975,56,0,2200,270,1000,10,10456,20000,171456,
2040,1973,56,0,2200,270,1000,10,10456,20000,171456,
2040,2012,56,0,2200,270,1000,10,10890,20000,171890,
2042,2012,56,0,2200,270,1000,10,10890,20000,171890,
2044,1973,56,0,2200,270,1000,10,11311,20000,167311,
2045,1973,56,0,2200,270,1000,10,11311,20000,167311,
2044,1973,56,0,2200,270,1000,10,11311,20000,167311,
2044,1955,56,0,2200,270,1000,10,11734,20000,168734,
2047,1954,56,0,2200,270,1000,10,11734,20000,168734,
2049,1970,56,0,2200,270,1000,10,12141,20000,163141,
2050,1971,56,0,2200,270,1000,10,12141,20000,163141,
2051,1969,56,0,2200,270,1000,10,12141,20000,163141,
2052,1971,56,0,2200,270,1000,10,12543,20000,161543,
2053,1969,56,0,2200,270,1000,10,12543,20000,161543,
2055,1967,56,0,2200,270,1000,10,12934,20000,157934,
2056,1965,56,0,2200,270,1000,10,12934,20000,157934,
2046,1969,56,0,2200,270,1000,10,12934,20000,157934,
2046,1969,56,0,2200,270,1000,10,13349,20000,167349,
2057,1966,56,0,2200,270,1000,10,13349,20000,167349,
2057,1966,56,0,2200,270,1000,10,13349,20000,167349,
2060,1965,56,0,2200,270,1000,10,13735,20000,156735,
2059,1977,56,0,2200,270,1000,10,13735,20000,156735,
2061,1978,56,0,2200,270,1000,10,14110,20000,153110,
2061,1978,56,0,2200,270,1000,10,14110,20000,153110,
2061,1966,56,0,2200,270,1000,10,14110,20000,153110,
2063,1965,56,0,2200,270,1000,10,14485,20000,153485,
2071,1919,56,0,2200,270,1000,10,14485,20000,153485,
2073,1919,56,0,2200,270,1000,10,14830,20000,142830,
2070,1919,56,0,2200,270,1000,10,14830,20000,142830,
2067,1961,56,0,2200,270,1000,10,14830,20000,142830,
2066,1960,56,0,2200,270,1000,10,15189,20000,148189,
2067,1952,56,0,2200,270,1000,10,15189,20000,148189,
2067,1953,56,0,2200,270,1000,10,15548,20000,148548,
2069,1968,56,0,2200,270,1000,10,15548,20000,148548,
2070,1959,56,0,2200,270,1000,10,15548,20000,148548,
2073,1959,56,0,2200,270,1000,10,15896,20000,144896,
2079,1982,56,0,2200,270,1000,10,15896,20000,144896,
2079,1981,56,0,2200,270,1000,10,16222,20000,137222,
2081,1980,56,0,2200,270,1000,10,16222,20000,137222,
2075,1957,56,0,2200,270,1000,10,16222,20000,137222,
2075,1956,56,0,2200,270,1000,10,16556,20000,140556,
