RegPeltierTempColdsideAdc,RegPeltierTempHotsideAdc,RegPeltierPWMDutyCycle,RegPeltierReverseMode,RegPeltierPidSetpointAdc,RegPeltierPidDt,RegPeltierPidKp,RegPeltierPidKi,RegPeltierPidISum,RegPeltierPidISumMax,RegPeltierPidMv,
1997,1874,74,0,2500,270,1000,500,65000,65000,570000,
1997,1873,74,0,2500,270,1000,500,65000,65000,570000,
1999,1872,74,0,2500,270,1000,500,65000,65000,568000,
2000,1873,74,0,2500,270,1000,500,65000,65000,568000,
2002,1874,74,0,2500,270,1000,500,65000,65000,563000,
2003,1874,74,0,2500,270,1000,500,65000,65000,563000,
2005,1872,74,0,2500,270,1000,500,65000,65000,563000,
2007,1872,74,0,2500,270,1000,500,65000,65000,560000,
2007,1871,74,0,2500,270,1000,500,65000,65000,560000,
2009,1871,74,0,2500,270,1000,500,65000,65000,556000,
2010,1870,74,0,2500,270,1000,500,65000,65000,556000,
2013,1871,74,0,2500,270,1000,500,65000,65000,556000,
2014,1871,74,0,2500,270,1000,500,65000,65000,552000,
2016,1871,74,0,2500,270,1000,500,65000,65000,552000,
2017,1870,74,0,2500,270,1000,500,65000,65000,552000,
2019,1871,74,0,2500,270,1000,500,65000,65000,548000,
2020,1870,74,0,2500,270,1000,500,65000,65000,548000,
2021,1871,74,0,2500,270,1000,500,65000,65000,545000,
2022,1869,74,0,2500,270,1000,500,65000,65000,545000,
2024,1869,74,0,2500,270,1000,500,65000,65000,545000,
2026,1869,74,0,2500,270,1000,500,65000,65000,541000,
2027,1869,74,0,2500,270,1000,500,65000,65000,541000,
2030,1869,74,0,2500,270,1000,500,65000,65000,536000,
2032,1867,74,0,2500,270,1000,500,65000,65000,536000,
2032,1867,74,0,2500,270,1000,500,65000,65000,536000,
2033,1865,74,0,2500,270,1000,500,65000,65000,533000,
2035,1866,74,0,2500,270,1000,500,65000,65000,533000,
2036,1868,74,0,2500,270,1000,500,65000,65000,529000,
2038,1866,74,0,2500,270,1000,500,65000,65000,529000,
2039,1865,74,0,2500,270,1000,500,65000,65000,529000,
2040,1864,74,0,2500,270,1000,500,65000,65000,525000,
2043,1864,74,0,2500,270,1000,500,65000,65000,525000,
2045,1864,74,0,2500,270,1000,500,65000,65000,520000,
2046,1864,74,0,2500,270,1000,500,65000,65000,520000,
2047,1863,74,0,2500,270,1000,500,65000,65000,520000,
2049,1862,74,0,2500,270,1000,500,65000,65000,518000,
2051,1861,74,0,2500,270,1000,500,65000,65000,518000,
2052,1860,74,0,2500,270,1000,500,65000,65000,513000,
2053,1861,74,0,2500,270,1000,500,65000,65000,513000,
2054,1861,74,0,2500,270,1000,500,65000,65000,513000,
2055,1860,74,0,2500,270,1000,500,65000,65000,510000,
2056,1860,74,0,2500,270,1000,500,65000,65000,510000,
2058,1860,74,0,2500,270,1000,500,65000,65000,510000,
2062,1880,74,0,2500,270,1000,500,65000,65000,507000,
2063,1878,74,0,2500,270,1000,500,65000,65000,507000,
2062,1855,74,0,2500,270,1000,500,65000,65000,501000,
2063,1857,74,0,2500,270,1000,500,65000,65000,501000,
2065,1857,74,0,2500,270,1000,500,65000,65000,501000,
2067,1859,74,0,2500,270,1000,500,65000,65000,500000,
2068,1855,74,0,2500,270,1000,500,65000,65000,500000,
2068,1855,74,0,2500,270,1000,500,65000,65000,497000,
2069,1855,74,0,2500,270,1000,500,65000,65000,497000,
2070,1854,74,0,2500,270,1000,500,65000,65000,497000,
2072,1852,74,0,2500,270,1000,500,65000,65000,495000,
2073,1851,74,0,2500,270,1000,500,65000,65000,495000,
2075,1851,74,0,2500,270,1000,500,65000,65000,490000,
2076,1852,74,0,2500,270,1000,500,65000,65000,490000,
2076,1852,74,0,2500,270,1000,500,65000,65000,490000,
2078,1851,74,0,2500,270,1000,500,65000,65000,488000,
2079,1851,74,0,2500,270,1000,500,65000,65000,488000,
2080,1849,74,0,2500,270,1000,500,65000,65000,485000,
2081,1848,74,0,2500,270,1000,500,65000,65000,485000,
2082,1848,74,0,2500,270,1000,500,65000,65000,485000,
2083,1848,74,0,2500,270,1000,500,65000,65000,483000,
