RegPeltierTempColdsideAdc,RegPeltierTempHotsideAdc,RegPeltierPWMDutyCycle,RegPeltierReverseMode,RegPeltierPidSetpointAdc,RegPeltierPidDt,RegPeltierPidKp,RegPeltierPidKi,RegPeltierPidISum,RegPeltierPidISumMax,RegPeltierPidMv,
1999,1952,56,0,2200,270,1000,2000,25000,25000,224000,
1998,1953,56,0,2200,270,1000,2000,25000,25000,224000,
1995,1951,56,0,2200,270,1000,2000,25000,25000,229000,
1992,1951,56,0,2200,270,1000,2000,25000,25000,229000,
1991,1951,56,0,2200,270,1000,2000,25000,25000,229000,
1989,1951,56,0,2200,270,1000,2000,25000,25000,235000,
1987,1951,56,0,2200,270,1000,2000,25000,25000,235000,
1986,1952,56,0,2200,270,1000,2000,25000,25000,239000,
1985,1953,56,0,2200,270,1000,2000,25000,25000,239000,
1985,1952,56,0,2200,270,1000,2000,25000,25000,239000,
1986,1952,56,0,2200,270,1000,2000,25000,25000,240000,
1986,1953,56,0,2200,270,1000,2000,25000,25000,240000,
1987,1954,56,0,2200,270,1000,2000,25000,25000,240000,
1988,1952,56,0,2200,270,1000,2000,25000,25000,238000,
1989,1952,56,0,2200,270,1000,2000,25000,25000,238000,
1990,1954,56,0,2200,270,1000,2000,25000,25000,236000,
1990,1954,56,0,2200,270,1000,2000,25000,25000,236000,
1992,1954,56,0,2200,270,1000,2000,25000,25000,236000,
1994,1954,56,0,2200,270,1000,2000,25000,25000,233000,
1996,1953,56,0,2200,270,1000,2000,25000,25000,233000,
1997,1952,56,0,2200,270,1000,2000,25000,25000,229000,
1998,1953,56,0,2200,270,1000,2000,25000,25000,229000,
2000,1952,56,0,2200,270,1000,2000,25000,25000,225000,
2002,1952,56,0,2200,270,1000,2000,25000,25000,225000,
2003,1951,56,0,2200,270,1000,2000,25000,25000,225000,
2004,1952,56,0,2200,270,1000,2000,25000,25000,221000,
2005,1952,56,0,2200,270,1000,2000,25000,25000,221000,
2007,1953,56,0,2200,270,1000,2000,25000,25000,221000,
2009,1953,56,0,2200,270,1000,2000,25000,25000,218000,
2010,1952,56,0,2200,270,1000,2000,25000,25000,218000,
2011,1951,56,0,2200,270,1000,2000,25000,25000,214000,
2012,1952,56,0,2200,270,1000,2000,25000,25000,214000,
2013,1952,56,0,2200,270,1000,2000,25000,25000,214000,
2016,1952,56,0,2200,270,1000,2000,25000,25000,211000,
2017,1952,56,0,2200,270,1000,2000,25000,25000,211000,
2019,1951,56,0,2200,270,1000,2000,25000,25000,206000,
2020,1951,56,0,2200,270,1000,2000,25000,25000,206000,
2020,1950,56,0,2200,270,1000,2000,25000,25000,206000,
2020,1949,56,0,2200,270,1000,2000,25000,25000,205000,
2024,1949,56,0,2200,270,1000,2000,25000,25000,205000,
2025,1949,56,0,2200,270,1000,2000,25000,25000,200000,
2027,1949,56,0,2200,270,1000,2000,25000,25000,200000,
2039,1949,56,0,2200,270,1000,2000,25000,25000,200000,
2041,1948,56,0,2200,270,1000,2000,25000,25000,185000,
2042,1948,56,0,2200,270,1000,2000,25000,25000,185000,
2031,1948,56,0,2200,270,1000,2000,25000,25000,185000,
2031,1948,56,0,2200,270,1000,2000,25000,25000,194000,
2032,1948,56,0,2200,270,1000,2000,25000,25000,194000,
2034,1947,56,0,2200,270,1000,2000,25000,25000,192000,
2035,1948,56,0,2200,270,1000,2000,25000,25000,192000,
2037,1940,56,0,2200,270,1000,2000,25000,25000,192000,
2038,1940,56,0,2200,270,1000,2000,25000,25000,188000,
2039,1946,56,0,2200,270,1000,2000,25000,25000,188000,
2040,1946,56,0,2200,270,1000,2000,25000,25000,185000,
2042,1945,56,0,2200,270,1000,2000,25000,25000,185000,
2044,1944,56,0,2200,270,1000,2000,25000,25000,185000,
2046,1943,56,0,2200,270,1000,2000,25000,25000,181000,
2046,1942,56,0,2200,270,1000,2000,25000,25000,181000,
2046,1943,56,0,2200,270,1000,2000,25000,25000,178000,
2046,1943,56,0,2200,270,1000,2000,25000,25000,178000,
2047,1944,56,0,2200,270,1000,2000,25000,25000,178000,
2048,1942,56,0,2200,270,1000,2000,25000,25000,178000,
2050,1942,56,0,2200,270,1000,2000,25000,25000,178000,
2052,1942,56,0,2200,270,1000,2000,25000,25000,173000,
2053,1943,56,0,2200,270,1000,2000,25000,25000,173000,
2054,1942,56,0,2200,270,1000,2000,25000,25000,173000,
2055,1943,56,0,2200,270,1000,2000,25000,25000,171000,
2056,1941,56,0,2200,270,1000,2000,25000,25000,171000,
2056,1940,56,0,2200,270,1000,2000,25000,25000,171000,
2057,1940,56,0,2200,270,1000,2000,25000,25000,169000,
2058,1940,56,0,2200,270,1000,2000,25000,25000,169000,
2060,1938,56,0,2200,270,1000,2000,25000,25000,166000,
2060,1938,56,0,2200,270,1000,2000,25000,25000,166000,
2062,1939,56,0,2200,270,1000,2000,25000,25000,166000,
2063,1938,56,0,2200,270,1000,2000,25000,25000,163000,
