RegPeltierTempColdsideAdc,RegPeltierTempHotsideAdc,RegPeltierPWMDutyCycle,RegPeltierReverseMode,RegPeltierPidSetpointAdc,RegPeltierPidDt,RegPeltierPidKp,RegPeltierPidKi,RegPeltierPidKd,
2124,2031,23,0,2200,270,200,0,0,
2124,2030,23,0,2200,270,200,0,0,
2126,2030,22,0,2200,270,200,0,0,
2126,2030,22,0,2200,270,200,0,0,
2126,2028,22,0,2200,270,200,0,0,
2126,2030,22,0,2200,270,200,0,0,
2126,2032,22,0,2200,270,200,0,0,
2126,2032,22,0,2200,270,200,0,0,
2127,2030,22,0,2200,270,200,0,0,
2127,2031,22,0,2200,270,200,0,0,
2128,2030,21,0,2200,270,200,0,0,
2127,2030,21,0,2200,270,200,0,0,
2127,2029,22,0,2200,270,200,0,0,
2127,2029,22,0,2200,270,200,0,0,
2128,2029,22,0,2200,270,200,0,0,
2130,2029,21,0,2200,270,200,0,0,
2129,2029,21,0,2200,270,200,0,0,
2128,2029,21,0,2200,270,200,0,0,
2127,2029,21,0,2200,270,200,0,0,
2129,2028,21,0,2200,270,200,0,0,
2131,2027,21,0,2200,270,200,0,0,
2131,2028,21,0,2200,270,200,0,0,
2130,2027,21,0,2200,270,200,0,0,
2131,2027,21,0,2200,270,200,0,0,
2132,2025,21,0,2200,270,200,0,0,
2132,2025,20,0,2200,270,200,0,0,
2132,2025,20,0,2200,270,200,0,0,
2134,2025,20,0,2200,270,200,0,0,
2135,2026,20,0,2200,270,200,0,0,
2134,2026,20,0,2200,270,200,0,0,
2133,2026,20,0,2200,270,200,0,0,
2134,2025,20,0,2200,270,200,0,0,
2134,2025,20,0,2200,270,200,0,0,
2134,2025,20,0,2200,270,200,0,0,
2133,2026,20,0,2200,270,200,0,0,
2133,2026,20,0,2200,270,200,0,0,
2134,2026,20,0,2200,270,200,0,0,
2135,2025,20,0,2200,270,200,0,0,
2136,2025,19,0,2200,270,200,0,0,
2136,2025,19,0,2200,270,200,0,0,
2137,2025,19,0,2200,270,200,0,0,
2137,2024,19,0,2200,270,200,0,0,
2137,2025,19,0,2200,270,200,0,0,
2137,2025,19,0,2200,270,200,0,0,
2137,2024,19,0,2200,270,200,0,0,
2137,2024,18,0,2200,270,200,0,0,
2137,2025,18,0,2200,270,200,0,0,
2138,2026,18,0,2200,270,200,0,0,
2136,2026,19,0,2200,270,200,0,0,
2136,2025,19,0,2200,270,200,0,0,
2137,2024,19,0,2200,270,200,0,0,
2138,2023,19,0,2200,270,200,0,0,
2138,2024,19,0,2200,270,200,0,0,
2138,2022,18,0,2200,270,200,0,0,
2139,2020,18,0,2200,270,200,0,0,
2138,2023,18,0,2200,270,200,0,0,
2139,2022,18,0,2200,270,200,0,0,
2139,2023,18,0,2200,270,200,0,0,
2140,2024,18,0,2200,270,200,0,0,
2141,2024,18,0,2200,270,200,0,0,
2141,2023,18,0,2200,270,200,0,0,
2140,2023,18,0,2200,270,200,0,0,
2141,2022,18,0,2200,270,200,0,0,
2143,2021,17,0,2200,270,200,0,0,
2143,2021,17,0,2200,270,200,0,0,
2143,2023,17,0,2200,270,200,0,0,
2142,2021,17,0,2200,270,200,0,0,
2142,2022,17,0,2200,270,200,0,0,
2142,2020,17,0,2200,270,200,0,0,
2141,2021,17,0,2200,270,200,0,0,
2141,2022,17,0,2200,270,200,0,0,
2141,2021,18,0,2200,270,200,0,0,
2142,2022,18,0,2200,270,200,0,0,
2142,2022,18,0,2200,270,200,0,0,
2143,2022,17,0,2200,270,200,0,0,
2144,2021,17,0,2200,270,200,0,0,
2144,2021,17,0,2200,270,200,0,0,
2144,2022,17,0,2200,270,200,0,0,
2144,2023,17,0,2200,270,200,0,0,
2144,2023,17,0,2200,270,200,0,0,
2144,2021,17,0,2200,270,200,0,0,
2142,2022,17,0,2200,270,200,0,0,
2143,2022,17,0,2200,270,200,0,0,
2144,2021,17,0,2200,270,200,0,0,
2146,2021,17,0,2200,270,200,0,0,
2145,2022,17,0,2200,270,200,0,0,
2145,2022,16,0,2200,270,200,0,0,
2145,2021,16,0,2200,270,200,0,0,
2146,2020,16,0,2200,270,200,0,0,
2146,2018,16,0,2200,270,200,0,0,
2145,2018,16,0,2200,270,200,0,0,
2147,2020,16,0,2200,270,200,0,0,
2149,2020,16,0,2200,270,200,0,0,
2148,2020,16,0,2200,270,200,0,0,
2147,2020,15,0,2200,270,200,0,0,
2147,2020,15,0,2200,270,200,0,0,
2148,2020,15,0,2200,270,200,0,0,
2147,2019,15,0,2200,270,200,0,0,
2147,2019,15,0,2200,270,200,0,0,
2147,2019,16,0,2200,270,200,0,0,
2147,2021,16,0,2200,270,200,0,0,
2148,2021,16,0,2200,270,200,0,0,
2147,2019,15,0,2200,270,200,0,0,
2146,2019,15,0,2200,270,200,0,0,
2146,2020,16,0,2200,270,200,0,0,
2147,2019,16,0,2200,270,200,0,0,
2147,2018,16,0,2200,270,200,0,0,
2147,2018,16,0,2200,270,200,0,0,
2148,2018,16,0,2200,270,200,0,0,
2150,2021,15,0,2200,270,200,0,0,
2102,2019,15,0,2200,270,200,0,0,
2101,2018,15,0,2200,270,200,0,0,
2101,2019,30,0,2200,270,200,0,0,
2150,2019,30,0,2200,270,200,0,0,
2150,2019,15,0,2200,270,200,0,0,
2149,2020,15,0,2200,270,200,0,0,
2149,2019,15,0,2200,270,200,0,0,
2149,2020,15,0,2200,270,200,0,0,
2150,2018,15,0,2200,270,200,0,0,
2151,2019,15,0,2200,270,200,0,0,
2151,2018,15,0,2200,270,200,0,0,
2150,2019,15,0,2200,270,200,0,0,
2149,2020,15,0,2200,270,200,0,0,
2150,2019,15,0,2200,270,200,0,0,
2152,2018,15,0,2200,270,200,0,0,
2153,2018,14,0,2200,270,200,0,0,
2151,2018,14,0,2200,270,200,0,0,
2151,2016,14,0,2200,270,200,0,0,
2151,2017,14,0,2200,270,200,0,0,
2152,2017,14,0,2200,270,200,0,0,
2152,2019,14,0,2200,270,200,0,0,
2152,2018,14,0,2200,270,200,0,0,
2152,2018,14,0,2200,270,200,0,0,
2152,2018,14,0,2200,270,200,0,0,
2153,2019,14,0,2200,270,200,0,0,
2153,2019,14,0,2200,270,200,0,0,
2153,2021,14,0,2200,270,200,0,0,
2154,2020,14,0,2200,270,200,0,0,
2154,2019,14,0,2200,270,200,0,0,
2153,2017,14,0,2200,270,200,0,0,
2152,2016,14,0,2200,270,200,0,0,
2153,2016,14,0,2200,270,200,0,0,
2154,2018,14,0,2200,270,200,0,0,
2154,2019,14,0,2200,270,200,0,0,
2153,2017,14,0,2200,270,200,0,0,
2151,2017,14,0,2200,270,200,0,0,
2152,2018,14,0,2200,270,200,0,0,
2153,2017,14,0,2200,270,200,0,0,
2154,2017,14,0,2200,270,200,0,0,
2154,2017,14,0,2200,270,200,0,0,
2154,2018,14,0,2200,270,200,0,0,
2154,2018,14,0,2200,270,200,0,0,
2154,2020,14,0,2200,270,200,0,0,
2153,2021,14,0,2200,270,200,0,0,
2154,2020,14,0,2200,270,200,0,0,
2154,2021,14,0,2200,270,200,0,0,
2155,2021,14,0,2200,270,200,0,0,
2155,2019,14,0,2200,270,200,0,0,
2154,2019,13,0,2200,270,200,0,0,
2155,2020,13,0,2200,270,200,0,0,
2155,2020,13,0,2200,270,200,0,0,
2155,2020,13,0,2200,270,200,0,0,
2156,2019,13,0,2200,270,200,0,0,
2155,2018,13,0,2200,270,200,0,0,
2155,2017,13,0,2200,270,200,0,0,
2155,2020,13,0,2200,270,200,0,0,
2155,2020,13,0,2200,270,200,0,0,
2154,2019,13,0,2200,270,200,0,0,
2154,2018,14,0,2200,270,200,0,0,
2155,2017,14,0,2200,270,200,0,0,
2156,2017,13,0,2200,270,200,0,0,
2155,2018,13,0,2200,270,200,0,0,
2156,2018,13,0,2200,270,200,0,0,
2156,2018,13,0,2200,270,200,0,0,
2156,2017,13,0,2200,270,200,0,0,
2156,2016,13,0,2200,270,200,0,0,
2156,2017,13,0,2200,270,200,0,0,
2158,2018,13,0,2200,270,200,0,0,
2158,2019,12,0,2200,270,200,0,0,
2156,2018,12,0,2200,270,200,0,0,
2155,2016,12,0,2200,270,200,0,0,
2155,2017,13,0,2200,270,200,0,0,
2155,2018,13,0,2200,270,200,0,0,
2157,2017,13,0,2200,270,200,0,0,
2157,2018,13,0,2200,270,200,0,0,
2157,2017,13,0,2200,270,200,0,0,
2156,2018,13,0,2200,270,200,0,0,
2156,2017,13,0,2200,270,200,0,0,
2156,2016,13,0,2200,270,200,0,0,
2157,2016,13,0,2200,270,200,0,0,
2157,2016,13,0,2200,270,200,0,0,
2157,2016,13,0,2200,270,200,0,0,
2157,2016,13,0,2200,270,200,0,0,
2158,2016,12,0,2200,270,200,0,0,
2157,2017,12,0,2200,270,200,0,0,
2158,2018,12,0,2200,270,200,0,0,
2157,2019,12,0,2200,270,200,0,0,
2157,2020,12,0,2200,270,200,0,0,
2158,2018,12,0,2200,270,200,0,0,
2160,2019,12,0,2200,270,200,0,0,
2159,2017,12,0,2200,270,200,0,0,
2159,2019,12,0,2200,270,200,0,0,
2158,2018,12,0,2200,270,200,0,0,
2157,2018,12,0,2200,270,200,0,0,
2158,2017,13,0,2200,270,200,0,0,
2158,2016,13,0,2200,270,200,0,0,
2158,2017,12,0,2200,270,200,0,0,
2159,2019,12,0,2200,270,200,0,0,
2159,2019,12,0,2200,270,200,0,0,
2159,2018,12,0,2200,270,200,0,0,
2159,2017,12,0,2200,270,200,0,0,
2160,2018,12,0,2200,270,200,0,0,
2160,2018,12,0,2200,270,200,0,0,
2161,2018,12,0,2200,270,200,0,0,
2161,2018,11,0,2200,270,200,0,0,
2162,2017,11,0,2200,270,200,0,0,
2160,2018,12,0,2200,270,200,0,0,
2160,2019,12,0,2200,270,200,0,0,
2158,2037,12,0,2200,270,200,0,0,
2158,2037,12,0,2200,270,200,0,0,
2158,2036,12,0,2200,270,200,0,0,
2160,2019,12,0,2200,270,200,0,0,
2160,2018,12,0,2200,270,200,0,0,
2159,2021,12,0,2200,270,200,0,0,
2160,2020,12,0,2200,270,200,0,0,
2161,2020,12,0,2200,270,200,0,0,
2160,2019,12,0,2200,270,200,0,0,
2161,2019,12,0,2200,270,200,0,0,
2161,2017,12,0,2200,270,200,0,0,
2161,2018,11,0,2200,270,200,0,0,
2160,2018,11,0,2200,270,200,0,0,
2159,2017,11,0,2200,270,200,0,0,
2159,2017,12,0,2200,270,200,0,0,
2159,2017,12,0,2200,270,200,0,0,
2159,2017,12,0,2200,270,200,0,0,
2160,2018,12,0,2200,270,200,0,0,
2160,2018,12,0,2200,270,200,0,0,
2161,2019,12,0,2200,270,200,0,0,
2161,2019,12,0,2200,270,200,0,0,
2160,2019,11,0,2200,270,200,0,0,
2160,2020,11,0,2200,270,200,0,0,
2160,2018,11,0,2200,270,200,0,0,
2160,2018,12,0,2200,270,200,0,0,
2160,2018,12,0,2200,270,200,0,0,
2160,2019,12,0,2200,270,200,0,0,
2161,2020,12,0,2200,270,200,0,0,
2162,2019,12,0,2200,270,200,0,0,
2161,2018,11,0,2200,270,200,0,0,
2162,2017,11,0,2200,270,200,0,0,
2162,2018,11,0,2200,270,200,0,0,
2161,2018,11,0,2200,270,200,0,0,
2161,2020,11,0,2200,270,200,0,0,
2161,2019,11,0,2200,270,200,0,0,
2160,2018,11,0,2200,270,200,0,0,
2162,2018,11,0,2200,270,200,0,0,
2162,2019,11,0,2200,270,200,0,0,
2162,2021,11,0,2200,270,200,0,0,
2163,2021,11,0,2200,270,200,0,0,
2162,2019,11,0,2200,270,200,0,0,
2162,2018,11,0,2200,270,200,0,0,
2163,2018,11,0,2200,270,200,0,0,
2163,2020,11,0,2200,270,200,0,0,
2162,2021,11,0,2200,270,200,0,0,
2162,2022,11,0,2200,270,200,0,0,
2162,2020,11,0,2200,270,200,0,0,
2162,2020,11,0,2200,270,200,0,0,
2162,2018,11,0,2200,270,200,0,0,
2162,2019,11,0,2200,270,200,0,0,
2161,2019,11,0,2200,270,200,0,0,
2162,2019,11,0,2200,270,200,0,0,
2161,2019,11,0,2200,270,200,0,0,
2162,2018,11,0,2200,270,200,0,0,
2163,2019,11,0,2200,270,200,0,0,
2163,2018,11,0,2200,270,200,0,0,
2162,2018,11,0,2200,270,200,0,0,
2161,2019,11,0,2200,270,200,0,0,
2162,2019,11,0,2200,270,200,0,0,
2163,2020,11,0,2200,270,200,0,0,
2163,2021,11,0,2200,270,200,0,0,
2163,2020,11,0,2200,270,200,0,0,
2162,2020,11,0,2200,270,200,0,0,
2163,2020,11,0,2200,270,200,0,0,
2163,2021,11,0,2200,270,200,0,0,
2164,2022,11,0,2200,270,200,0,0,
2164,2021,11,0,2200,270,200,0,0,
2163,2020,11,0,2200,270,200,0,0,
2164,2019,11,0,2200,270,200,0,0,
2165,2019,11,0,2200,270,200,0,0,
2164,2019,10,0,2200,270,200,0,0,
2164,2019,10,0,2200,270,200,0,0,
2163,2019,10,0,2200,270,200,0,0,
2164,2019,10,0,2200,270,200,0,0,
2163,2020,10,0,2200,270,200,0,0,
2164,2020,11,0,2200,270,200,0,0,
2164,2019,11,0,2200,270,200,0,0,
2164,2022,10,0,2200,270,200,0,0,
2164,2023,10,0,2200,270,200,0,0,
2164,2023,10,0,2200,270,200,0,0,
2165,2022,10,0,2200,270,200,0,0,
2164,2021,10,0,2200,270,200,0,0,
2164,2021,10,0,2200,270,200,0,0,
2164,2020,10,0,2200,270,200,0,0,
2164,2021,10,0,2200,270,200,0,0,
2164,2022,10,0,2200,270,200,0,0,
2164,2022,10,0,2200,270,200,0,0,
2162,2022,10,0,2200,270,200,0,0,
2163,2021,11,0,2200,270,200,0,0,
2162,2019,11,0,2200,270,200,0,0,
2163,2018,10,0,2200,270,200,0,0,
2163,2019,10,0,2200,270,200,0,0,
2162,2019,10,0,2200,270,200,0,0,
2163,2020,11,0,2200,270,200,0,0,
2164,2021,11,0,2200,270,200,0,0,
2164,2020,10,0,2200,270,200,0,0,
2164,2021,10,0,2200,270,200,0,0,
2164,2020,10,0,2200,270,200,0,0,
2164,2020,10,0,2200,270,200,0,0,
2163,2020,10,0,2200,270,200,0,0,
2162,2020,11,0,2200,270,200,0,0,
2162,2022,11,0,2200,270,200,0,0,
2164,2021,11,0,2200,270,200,0,0,
2164,2021,10,0,2200,270,200,0,0,
2164,2022,10,0,2200,270,200,0,0,
2164,2022,11,0,2200,270,200,0,0,
2163,2022,11,0,2200,270,200,0,0,
2163,2023,11,0,2200,270,200,0,0,
2163,2022,11,0,2200,270,200,0,0,
2164,2021,11,0,2200,270,200,0,0,
2163,2022,11,0,2200,270,200,0,0,
2162,2023,11,0,2200,270,200,0,0,
2163,2022,11,0,2200,270,200,0,0,
2164,2022,11,0,2200,270,200,0,0,
2165,2020,11,0,2200,270,200,0,0,
2165,2022,11,0,2200,270,200,0,0,
2164,2022,10,0,2200,270,200,0,0,
2163,2023,10,0,2200,270,200,0,0,
2164,2021,10,0,2200,270,200,0,0,
2164,2020,10,0,2200,270,200,0,0,
2164,2020,10,0,2200,270,200,0,0,
2164,2021,10,0,2200,270,200,0,0,
2164,2021,10,0,2200,270,200,0,0,
2163,2022,10,0,2200,270,200,0,0,
2164,2021,10,0,2200,270,200,0,0,
2165,2021,10,0,2200,270,200,0,0,
2166,2020,10,0,2200,270,200,0,0,
2165,2022,10,0,2200,270,200,0,0,
2164,2021,10,0,2200,270,200,0,0,
2164,2022,10,0,2200,270,200,0,0,
2163,2022,10,0,2200,270,200,0,0,
2164,2022,11,0,2200,270,200,0,0,
2165,2022,11,0,2200,270,200,0,0,
2165,2023,11,0,2200,270,200,0,0,
2165,2022,10,0,2200,270,200,0,0,
2164,2021,10,0,2200,270,200,0,0,
2163,2021,11,0,2200,270,200,0,0,
2164,2022,11,0,2200,270,200,0,0,
2164,2024,11,0,2200,270,200,0,0,
2164,2023,10,0,2200,270,200,0,0,
2165,2022,10,0,2200,270,200,0,0,
2164,2020,10,0,2200,270,200,0,0,
2164,2021,10,0,2200,270,200,0,0,
2165,2022,10,0,2200,270,200,0,0,
2167,2021,10,0,2200,270,200,0,0,
2166,2024,10,0,2200,270,200,0,0,
2166,2023,10,0,2200,270,200,0,0,
2165,2024,10,0,2200,270,200,0,0,
2165,2023,10,0,2200,270,200,0,0,
2167,2022,10,0,2200,270,200,0,0,
2167,2020,10,0,2200,270,200,0,0,
2167,2018,10,0,2200,270,200,0,0,
2166,2020,10,0,2200,270,200,0,0,
2166,2022,10,0,2200,270,200,0,0,
2166,2021,10,0,2200,270,200,0,0,
2166,2021,10,0,2200,270,200,0,0,
2166,2019,10,0,2200,270,200,0,0,
2166,2020,10,0,2200,270,200,0,0,
2165,2021,10,0,2200,270,200,0,0,
2164,2022,10,0,2200,270,200,0,0,
2165,2021,10,0,2200,270,200,0,0,
2165,2022,10,0,2200,270,200,0,0,
2166,2022,10,0,2200,270,200,0,0,
2165,2023,10,0,2200,270,200,0,0,
2164,2023,10,0,2200,270,200,0,0,
2164,2021,10,0,2200,270,200,0,0,
2165,2019,10,0,2200,270,200,0,0,
2167,2019,10,0,2200,270,200,0,0,
2166,2023,10,0,2200,270,200,0,0,
2166,2024,10,0,2200,270,200,0,0,
2166,2024,10,0,2200,270,200,0,0,
2166,2023,10,0,2200,270,200,0,0,
2165,2024,10,0,2200,270,200,0,0,
2166,2024,10,0,2200,270,200,0,0,
2167,2022,10,0,2200,270,200,0,0,
2167,2022,10,0,2200,270,200,0,0,
2166,2022,10,0,2200,270,200,0,0,
2166,2024,10,0,2200,270,200,0,0,
2167,2023,10,0,2200,270,200,0,0,
2166,2022,10,0,2200,270,200,0,0,
2166,2022,10,0,2200,270,200,0,0,
2165,2022,10,0,2200,270,200,0,0,
2165,2024,10,0,2200,270,200,0,0,
2165,2023,10,0,2200,270,200,0,0,
2165,2021,10,0,2200,270,200,0,0,
2166,2020,10,0,2200,270,200,0,0,
2167,2021,10,0,2200,270,200,0,0,
2167,2020,10,0,2200,270,200,0,0,
2166,2021,10,0,2200,270,200,0,0,
2165,2024,10,0,2200,270,200,0,0,
2165,2024,10,0,2200,270,200,0,0,
2171,2024,10,0,2200,270,200,0,0,
2172,2023,8,0,2200,270,200,0,0,
2171,2023,8,0,2200,270,200,0,0,
2167,2022,10,0,2200,270,200,0,0,
2166,2023,10,0,2200,270,200,0,0,
2166,2023,10,0,2200,270,200,0,0,
2166,2024,10,0,2200,270,200,0,0,
2165,2025,10,0,2200,270,200,0,0,
2165,2025,10,0,2200,270,200,0,0,
2165,2024,10,0,2200,270,200,0,0,
2166,2023,10,0,2200,270,200,0,0,
2165,2024,10,0,2200,270,200,0,0,
2164,2024,10,0,2200,270,200,0,0,
2164,2022,10,0,2200,270,200,0,0,
2165,2022,10,0,2200,270,200,0,0,
2167,2022,10,0,2200,270,200,0,0,
2168,2021,9,0,2200,270,200,0,0,
2166,2021,9,0,2200,270,200,0,0,
2164,2024,9,0,2200,270,200,0,0,
2164,2025,10,0,2200,270,200,0,0,
2166,2025,10,0,2200,270,200,0,0,
2168,2023,10,0,2200,270,200,0,0,
2167,2022,10,0,2200,270,200,0,0,
2167,2023,10,0,2200,270,200,0,0,
2166,2023,10,0,2200,270,200,0,0,
2166,2022,10,0,2200,270,200,0,0,
2167,2024,10,0,2200,270,200,0,0,
2166,2024,10,0,2200,270,200,0,0,
2166,2024,10,0,2200,270,200,0,0,
2166,2024,10,0,2200,270,200,0,0,
2166,2022,10,0,2200,270,200,0,0,
2167,2020,10,0,2200,270,200,0,0,
2166,2020,10,0,2200,270,200,0,0,
2166,2024,10,0,2200,270,200,0,0,
2164,2022,10,0,2200,270,200,0,0,
2164,2022,10,0,2200,270,200,0,0,
2163,2023,10,0,2200,270,200,0,0,
2165,2025,11,0,2200,270,200,0,0,
2166,2026,11,0,2200,270,200,0,0,
2166,2024,10,0,2200,270,200,0,0,
2167,2023,10,0,2200,270,200,0,0,
2166,2023,10,0,2200,270,200,0,0,
2166,2024,10,0,2200,270,200,0,0,
2167,2025,10,0,2200,270,200,0,0,
2166,2027,10,0,2200,270,200,0,0,
2164,2026,10,0,2200,270,200,0,0,
2165,2022,10,0,2200,270,200,0,0,
2166,2024,10,0,2200,270,200,0,0,
2168,2024,10,0,2200,270,200,0,0,
2167,2024,10,0,2200,270,200,0,0,
2166,2023,10,0,2200,270,200,0,0,
2166,2025,10,0,2200,270,200,0,0,
2166,2026,10,0,2200,270,200,0,0,
2167,2026,10,0,2200,270,200,0,0,
2167,2026,9,0,2200,270,200,0,0,
2167,2026,9,0,2200,270,200,0,0,
2167,2025,9,0,2200,270,200,0,0,
2168,2025,9,0,2200,270,200,0,0,
2167,2022,9,0,2200,270,200,0,0,
2166,2024,9,0,2200,270,200,0,0,
2167,2026,10,0,2200,270,200,0,0,
2167,2026,10,0,2200,270,200,0,0,
2167,2025,10,0,2200,270,200,0,0,
2167,2024,10,0,2200,270,200,0,0,
2167,2023,10,0,2200,270,200,0,0,
2167,2025,10,0,2200,270,200,0,0,
2167,2026,10,0,2200,270,200,0,0,
