RegPeltierTempColdsideAdc,RegPeltierTempHotsideAdc,RegPeltierPWMDutyCycle,RegPeltierReverseMode,RegPeltierPidSetpointAdc,RegPeltierPidDt,RegPeltierPidKp,RegPeltierPidKi,RegPeltierPidISum,RegPeltierPidISumMax,RegPeltierPidMv,
1995,1976,56,0,2200,270,1000,10,558,15000,207558,
1985,1943,56,0,2200,270,1000,10,558,15000,207558,
1986,1943,56,0,2200,270,1000,10,1138,15000,216138,
1989,1977,56,0,2200,270,1000,10,1138,15000,216138,
1993,1975,56,0,2200,270,1000,10,1138,15000,216138,
1993,1977,56,0,2200,270,1000,10,1696,15000,208696,
2018,1963,56,0,2200,270,1000,10,1696,15000,208696,
2018,1964,56,0,2200,270,1000,10,2187,15000,184187,
1995,1979,56,0,2200,270,1000,10,2187,15000,184187,
1996,1980,56,0,2200,270,1000,10,2187,15000,184187,
1997,1978,56,0,2200,270,1000,10,2737,15000,206737,
1997,1979,56,0,2200,270,1000,10,2737,15000,206737,
1998,1978,56,0,2200,270,1000,10,3285,15000,206285,
1998,1979,56,0,2200,270,1000,10,3285,15000,206285,
2000,1977,56,0,2200,270,1000,10,3285,15000,206285,
1997,1978,56,0,2200,270,1000,10,3822,15000,202822,
1998,1978,56,0,2200,270,1000,10,3822,15000,202822,
1999,1978,56,0,2200,270,1000,10,3822,15000,205364,
2007,1979,56,0,2200,270,1000,10,4364,15000,205364,
2008,1978,56,0,2200,270,1000,10,4364,15000,205364,
2010,1977,56,0,2200,270,1000,10,4879,15000,195879,
2008,1984,56,0,2200,270,1000,10,4879,15000,195879,
2010,1983,56,0,2200,270,1000,10,4879,15000,195879,
2014,1985,56,0,2200,270,1000,10,5392,15000,195392,
2014,1977,56,0,2200,270,1000,10,5392,15000,195392,
2013,1977,56,0,2200,270,1000,10,5896,15000,192896,
2015,1976,56,0,2200,270,1000,10,5896,15000,192896,
2017,1976,56,0,2200,270,1000,10,5896,15000,192896,
2019,1976,56,0,2200,270,1000,10,6390,15000,189390,
2020,1975,56,0,2200,270,1000,10,6390,15000,189390,
2020,1975,56,0,2200,270,1000,10,6876,15000,186876,
2020,1977,56,0,2200,270,1000,10,6876,15000,186876,
2022,1976,56,0,2200,270,1000,10,6876,15000,186876,
2024,1977,56,0,2200,270,1000,10,7356,15000,185356,
2026,1975,56,0,2200,270,1000,10,7356,15000,185356,
2027,1979,56,0,2200,270,1000,10,7820,15000,179820,
2028,1980,56,0,2200,270,1000,10,7820,15000,179820,
2028,1980,56,0,2200,270,1000,10,7820,15000,179820,
2030,1975,56,0,2200,270,1000,10,8281,15000,179281,
2031,1974,56,0,2200,270,1000,10,8281,15000,179281,
2033,1974,56,0,2200,270,1000,10,8281,15000,179281,
2035,1973,56,0,2200,270,1000,10,8731,15000,175731,
2037,1972,56,0,2200,270,1000,10,8731,15000,175731,
2038,1971,56,0,2200,270,1000,10,9168,15000,171168,
2038,1970,56,0,2200,270,1000,10,9168,15000,171168,
2038,1971,56,0,2200,270,1000,10,9168,15000,171168,
2039,1971,56,0,2200,270,1000,10,9605,15000,171605,
2040,1971,56,0,2200,270,1000,10,9605,15000,171605,
2042,1971,56,0,2200,270,1000,10,10034,15000,169034,
2044,1968,56,0,2200,270,1000,10,10034,15000,169034,
2044,1969,56,0,2200,270,1000,10,10034,15000,169034,
2045,1968,56,0,2200,270,1000,10,10455,15000,166455,
2046,1968,56,0,2200,270,1000,10,10455,15000,166455,
2047,1968,56,0,2200,270,1000,10,10870,15000,164870,
2048,1967,56,0,2200,270,1000,10,10870,15000,164870,
2049,1967,56,0,2200,270,1000,10,10870,15000,164870,
2051,1966,56,0,2200,270,1000,10,11275,15000,161275,
